"id","listid","study_position","color_condition","trial_condition","presented_color","word1","studyRT","resp","expect_test","use_help","recall_all_q","output_pos1","testRT","acc","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","X","larger_p","sizeRT","size_group","lp_prioritem1","lp_prioritem","sizeg_prioritem1","sizeg_prioritem","size_diff"
"19252",2,7,"red","remember","red","corn",1200.33799998974,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",52,"0.04",1658.43100017403,"0","0.25","0.25","1","1",-1
"19252",2,8,"red","remember","red","branch",1108.33399996016,"larger","No","No","No",4,7646.3119999842,1,"remember","remember",0.5,"remember1",20,"0.54",2299.08099987504,"1","0.04","0.04","0","0",1
"19252",2,9,"red","process","blue","cherry",3804.99699994654,"larger","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",38,"0.03",1450.30199993681,"0","0.54","0.54","1","1",-1
"19252",2,10,"red","remember","red","window",1733.7509999841,"larger","No","No","No",13,4572.44299999508,1,"process","process",-0.5,"process1",177,"0.87",1648.16399981343,"2","0.03","0.03","0","0",2
"19252",2,11,"red","process","blue","boot",1276.72899994534,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",17,"0.33",2505.75500000024,"1","0.87","0.87","2","2",-1
"19252",2,12,"red","remember","red","elephant",1025.97099997231,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",67,"0.95",1346.57799998201,"2","0.33","0.33","1","1",1
"19252",2,13,"red","remember","red","cookie",460.899999999092,"smaller","No","No","No",2,4975.60699997167,1,"remember","remember",0.5,"remember1",51,"0.06",1541,"0","0.95","0.95","2","2",-2
"19252",2,14,"red","process","blue","phone",2854.42300000088,"smaller","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",120,"0.11",1830.3539999998,"0","0.06","0.06","0","0",0
"19252",2,15,"red","remember","red","waiter",2928.94699999224,"larger","No","No","No",15,8879.15399998112,1,"process","process",-0.5,"process1",173,"0.94",1411.74150000044,"2","0.11","0.11","0","0",2
"19252",2,16,"red","process","blue","opera",2661.09099997638,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",113,"0.95",1518.62800000326,"2","0.94","0.94","2","2",0
"19252",2,17,"red","process","blue","orange",1775.58699999691,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",114,"0",1389.25200000464,"0","0.95","0.95","2","2",-2
"19252",2,18,"red","process","blue","jeep",709.396999994176,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",90,"0.96",1463.88000003004,"2","0","0","0","0",2
"19252",2,19,"red","process","blue","camera",1321.71099998674,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",32,"0.17",1657.88249999398,"0","0.96","0.96","2","2",-2
"19252",2,20,"red","process","blue","finger",1674.79699996021,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",71,"0.03",1513.66400000223,"0","0.17","0.17","0","0",0
"19252",2,21,"red","remember","red","circus",1206.52199999127,"larger","No","No","No",7,4720.47199999273,1,"process","process",-2.5,"process3",44,"0.96",1324.48199996236,"2","0.03","0.03","0","0",2
"19252",2,22,"red","remember","red","knife",3070.19699997758,"smaller","No","No","No",22,5145.52999998664,1,"remember","remember",0.5,"remember1",94,"0.08",1407.89999999999,"0","0.96","0.96","2","2",-2
"19252",2,23,"red","remember","red","turtle",2711.57399996836,"larger","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",168,"0.47",2031.28700013083,"1","0.08","0.08","0","0",1
"19252",2,24,"red","process","blue","casino",3147.4089999951,"larger","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",34,"0.99",1465.81299993953,"2","0.47","0.47","1","1",1
"19252",2,25,"red","process","blue","garden",1827.23699996562,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",77,"0.94",1679.29399993311,"2","0.99","0.99","2","2",0
"19252",2,26,"red","process","blue","house",1044.17999998946,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",88,"0.98",1297.97400001081,"2","0.94","0.94","2","2",0
"19252",2,27,"red","remember","red","railroad",1483.67800000228,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",135,"0.93",1486.95099999735,"2","0.98","0.98","2","2",0
"19252",2,28,"red","process","blue","nurse",824.992999949493,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",111,"0.97",1646.04599998507,"2","0.93","0.93","2","2",0
"19252",2,29,"red","remember","red","tank",741.985999963013,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",157,"0.92",1665.79200000769,"2","0.97","0.97","2","2",0
"19252",2,30,"red","process","blue","universe",825.797999948612,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",170,"0.95",1398.19600004651,"2","0.92","0.92","2","2",0
"19253",1,1,"red","remember","red","steak",2549.87900000004,"larger","No","No","Yes",1,3355.93200000009,1,NA,NA,NA,NA,152,"0.06",1581.15450007926,"0",NA,NA,"2","2",-2
"19253",1,2,"red","remember","red","fort",1602.93600000003,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",74,"0.93",1491.44799999881,"2","0.06","0.06","0","0",2
"19253",1,3,"red","remember","red","cookie",1075.29700000002,"smaller","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",51,"0.06",1541,"0","0.93","0.93","2","2",-2
"19253",1,4,"red","process","blue","rabbit",1620.15000000002,"larger","No","No","Yes",NA,NA,0,"remember","remember",2.5,"remember3",134,"0.4",1743.23900000006,"1","0.06","0.06","0","0",1
"19253",1,5,"red","process","blue","lawn",1763.19200000001,"larger","No","No","Yes",3,3226.837,1,"process","process",-0.5,"process1",96,"0.94",1619.34799998967,"2","0.4","0.4","1","1",1
"19253",1,6,"red","process","blue","blanket",1660.774,"smaller","No","No","Yes",6,3771.81800000003,1,"process","process",-1.5,"process2",15,"0.87",1528.93300001844,"2","0.94","0.94","2","2",0
"19253",1,7,"red","process","blue","beach",1330.97700000001,"larger","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",10,"0.94",1510.96449998506,"2","0.87","0.87","2","2",0
"19253",1,8,"red","remember","red","needle",932.809000000037,"smaller","No","No","Yes",5,3011.95699999999,1,"process","process",-2.5,"process3",108,"0.05",1495.27299999981,"0","0.94","0.94","2","2",-2
"19253",1,9,"red","remember","red","chicken",1063.23200000002,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",39,"0.71",1902.48100000221,"1","0.05","0.05","0","0",1
"19253",1,10,"red","remember","red","underwear",2116.42300000001,"smaller","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",169,"0.07",1677.94099999992,"0","0.71","0.71","1","1",-1
"19253",1,11,"red","remember","red","apple",1914.12300000005,"smaller","No","No","Yes",NA,NA,0,"remember","remember",2.5,"remember3",2,"0.05",1478.68200000431,"0","0.07","0.07","0","0",0
"19253",1,12,"red","remember","red","branch",1971.28300000002,"larger","No","No","Yes",NA,NA,0,"remember","remember",2.5,"remember3",20,"0.54",2299.08099987504,"1","0.05","0.05","0","0",1
"19253",1,13,"red","process","blue","soldier",1073.731,"larger","No","No","Yes",7,3147.61900000001,1,"remember","remember",2.5,"remember3",148,"0.9",1370.8480000837,"2","0.54","0.54","1","1",1
"19253",1,14,"red","remember","red","camera",748.665000000008,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",32,"0.17",1657.88249999398,"0","0.9","0.9","2","2",-2
"19253",1,15,"red","process","blue","bride",1646.48800000001,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",23,"0.95",1593.96600015089,"2","0.17","0.17","0","0",2
"19253",1,16,"red","remember","red","pill",1126.18200000003,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",122,"0.01",1359.50899976649,"0","0.95","0.95","2","2",-2
"19253",1,17,"red","process","blue","chair",1430.25700000001,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",37,"0.96",1689.08199999877,"2","0.01","0.01","0","0",2
"19253",1,18,"red","process","blue","lemon",1030.94300000003,"larger","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",98,"0.04",1335.63599959103,"0","0.96","0.96","2","2",-2
"19253",1,19,"red","remember","red","carpet",1668.15300000002,"larger","No","No","Yes",NA,NA,0,"process","process",-1.5,"process2",33,"0.94",1669.30449999412,"2","0.04","0.04","0","0",2
"19253",1,20,"red","remember","red","bedroom",1066.74400000004,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",11,"0.98",1545.38050000663,"2","0.94","0.94","2","2",0
"19253",1,21,"red","remember","red","airplane",1124.10800000001,"larger","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",1,"0.94",1408.10800000065,"2","0.98","0.98","2","2",0
"19253",1,22,"red","process","blue","string",1351.13800000004,"smaller","No","No","Yes",NA,NA,0,"remember","remember",2.5,"remember3",153,"0.04",1542.09399999969,"0","0.94","0.94","2","2",-2
"19253",1,23,"red","process","blue","purse",954.478000000061,"larger","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",133,"0.14",1783.37199999322,"0","0.04","0.04","0","0",0
"19253",1,24,"red","process","blue","dentist",2083.02499999999,"larger","No","No","Yes",NA,NA,0,"process","process",-1.5,"process2",57,"0.97",1460,"2","0.14","0.14","0","0",2
"19253",1,25,"red","process","blue","corn",888.539000000019,"smaller","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",52,"0.04",1658.43100017403,"0","0.97","0.97","2","2",-2
"19253",1,26,"red","remember","red","knee",2147.76500000001,"smaller","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",93,"0.18",1648.09700007923,"0","0.04","0.04","0","0",0
"19253",1,27,"red","process","blue","flower",2190.82700000002,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",72,"0.09",1367.54599995434,"0","0.18","0.18","0","0",0
"19253",1,28,"red","process","blue","turtle",1206.52400000003,"larger","No","No","Yes",4,3410.57700000011,1,"process","process",-0.5,"process1",168,"0.47",2031.28700013083,"1","0.09","0.09","0","0",1
"19253",1,29,"red","process","blue","hammer",1101.92100000006,"smaller","No","No","Yes",2,2807.27700000006,1,"process","process",-1.5,"process2",82,"0.24",1560.7815000547,"1","0.47","0.47","1","1",0
"19253",1,30,"red","remember","red","towel",1628.58500000002,"larger","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",164,"0.74",1771.73999999999,"1","0.24","0.24","1","1",0
"19253",2,1,"red","process","blue","banana",1024.16700000002,"larger","No","No","Yes",NA,NA,0,NA,NA,NA,NA,5,"0.05",1460.40599995904,"0",NA,NA,"1","1",-1
"19253",2,2,"red","remember","red","bowl",1392.09100000001,"smaller","No","No","Yes",23,3117.07600000012,1,"process","process",-0.5,"process1",18,"0.17",1661.06599995529,"0","0.05","0.05","0","0",0
"19253",2,3,"red","process","blue","medal",1147.55800000008,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",103,"0.1",1445.23599997174,"0","0.17","0.17","0","0",0
"19253",2,4,"red","remember","red","mouse",2125.83900000004,"larger","No","No","Yes",1,4524.56299999997,1,"process","process",-0.5,"process1",105,"0.1",1710.01699999984,"0","0.1","0.1","0","0",0
"19253",2,5,"red","remember","red","tent",1370.80499999999,"larger","No","No","Yes",5,2661.1320000001,1,"remember","remember",0.5,"remember1",159,"0.91",1397.86800000857,"2","0.1","0.1","0","0",2
"19253",2,6,"red","process","blue","phone",821.303000000073,"smaller","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",120,"0.11",1830.3539999998,"0","0.91","0.91","2","2",-2
"19253",2,7,"red","remember","red","piano",749.890000000072,"larger","No","No","Yes",8,3903.92200000002,1,"process","process",-0.5,"process1",121,"0.94",1290.38599994907,"2","0.11","0.11","0","0",2
"19253",2,8,"red","remember","red","shark",1005.58500000014,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",142,"0.89",1310.53000000081,"2","0.94","0.94","2","2",0
"19253",2,9,"red","process","blue","casino",1121.92800000007,"larger","No","No","Yes",20,5172.01100000006,1,"remember","remember",1.5,"remember2",34,"0.99",1465.81299993953,"2","0.89","0.89","2","2",0
"19253",2,10,"red","remember","red","church",852.295000000042,"larger","No","No","Yes",17,4255.40099999995,1,"process","process",-0.5,"process1",42,"0.98",1307.02500012465,"2","0.99","0.99","2","2",0
"19253",2,11,"red","process","blue","dragon",829.785000000091,"larger","No","No","Yes",9,1871.47199999995,1,"remember","remember",0.5,"remember1",64,"0.93",1498.52500010284,"2","0.98","0.98","2","2",0
"19253",2,12,"red","process","blue","priest",843.815000000119,"smaller","No","No","Yes",21,3004.38099999994,1,"process","process",-0.5,"process1",131,"0.91",1340.24100000004,"2","0.93","0.93","2","2",0
"19253",2,13,"red","process","blue","wolf",1041.20400000003,"smaller","No","No","Yes",NA,NA,0,"process","process",-1.5,"process2",178,"0.97",1540.21100003508,"2","0.91","0.91","2","2",0
"19253",2,14,"red","process","blue","pearl",99.4890000000596,"larger","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",118,"0.04",1411.49400002824,"0","0.97","0.97","2","2",-2
"19253",2,15,"red","process","blue","statue",1003.32099999994,"larger","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",151,"0.96",1537.21900002076,"2","0.04","0.04","0","0",2
"19253",2,16,"red","process","blue","buffalo",1221.99300000002,"larger","No","No","Yes",32,4312.0830000001,1,"process","process",-2.5,"process3",26,"0.94",1291.83550000453,"2","0.96","0.96","2","2",0
"19253",2,17,"red","process","blue","window",3390.24300000002,"larger","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",177,"0.87",1648.16399981343,"2","0.94","0.94","2","2",0
"19253",2,18,"red","remember","red","tank",2045.61700000003,"larger","No","No","Yes",NA,NA,0,"process","process",-2.5,"process3",157,"0.92",1665.79200000769,"2","0.87","0.87","2","2",0
"19253",2,19,"red","remember","red","tower",2690.348,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",165,"0.96",1340.16099998227,"2","0.92","0.92","2","2",0
"19253",2,20,"red","process","blue","chin",854.655000000028,"smaller","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",41,"0.05",1418.42650003088,"0","0.96","0.96","2","2",-2
"19253",2,21,"red","remember","red","lamp",885.169000000053,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",95,"0.61",1847.54699999926,"1","0.05","0.05","0","0",1
"19253",2,22,"red","remember","red","cocktail",865.384999999951,"smaller","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",49,"0.03",1635.89899998892,"0","0.61","0.61","1","1",-1
"19253",2,23,"red","process","blue","sheep",849.423000000068,"larger","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",143,"0.97",1454.98,"2","0.03","0.03","0","0",2
"19253",2,24,"red","remember","red","pizza",931.039000000106,"larger","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",127,"0.64",1831.17200000328,"1","0.97","0.97","2","2",-1
"19253",2,25,"red","process","blue","sink",1072.94100000005,"smaller","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",145,"0.88",1538.00000000006,"2","0.64","0.64","1","1",1
"19253",2,26,"red","remember","red","tire",942.289000000048,"larger","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",161,"0.89",1602.24350000083,"2","0.88","0.88","2","2",0
"19253",2,27,"red","process","blue","ocean",864.399000000034,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",112,"0.96",1456.75249996094,"2","0.89","0.89","2","2",0
"19253",2,28,"red","remember","red","soda",870.291000000085,"smaller","No","No","Yes",NA,NA,0,"process","process",-0.5,"process1",147,"0.1",1583.08849999862,"0","0.96","0.96","2","2",-2
"19253",2,29,"red","remember","red","circus",876.097999999998,"larger","No","No","Yes",NA,NA,0,"remember","remember",0.5,"remember1",44,"0.96",1324.48199996236,"2","0.1","0.1","0","0",2
"19253",2,30,"red","remember","red","surgeon",815.173000000068,"larger","No","No","Yes",NA,NA,0,"remember","remember",1.5,"remember2",154,"0.98",1621.28500001953,"2","0.96","0.96","2","2",0
"19254",1,1,"blue","remember","blue","tent",8312.58300000921,"larger","No","No","No",NA,NA,0,NA,NA,NA,NA,159,"0.91",1397.86800000857,"2",NA,NA,"2","2",0
"19254",1,2,"blue","remember","blue","bucket",2922.45000002018,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",25,"0.7",1703.95299999288,"1","0.91","0.91","2","2",-1
"19254",1,3,"blue","process","red","glove",3152.48300002064,"smaller","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",78,"0.05",1872.6590000171,"0","0.7","0.7","1","1",-1
"19254",1,4,"blue","remember","blue","priest",3636.85499999407,"larger","No","No","No",1,2559.06699997257,1,"process","process",-0.5,"process1",131,"0.91",1340.24100000004,"2","0.05","0.05","0","0",2
"19254",1,5,"blue","process","red","costume",4391.20600001444,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",53,"0.88",1863.09999999851,"2","0.91","0.91","2","2",0
"19254",1,6,"blue","process","red","planet",1657.30099998383,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",128,"0.99",1395.82000000002,"2","0.88","0.88","2","2",0
"19254",1,7,"blue","process","red","horn",2981.03800000669,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",86,"0.2",1624.69700003439,"0","0.99","0.99","2","2",-2
"19254",1,8,"blue","process","red","tire",2471.61199998052,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",161,"0.89",1602.24350000083,"2","0.2","0.2","0","0",2
"19254",1,9,"blue","process","red","dessert",2386.18300000366,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",58,"0.37",1793.48500003087,"1","0.89","0.89","2","2",-1
"19254",1,10,"blue","remember","blue","nanny",6475.1049999996,"smaller","No","No","No",3,1297.82099998812,1,"process","process",-2.5,"process3",107,"0.97",1486.07750004,"2","0.37","0.37","1","1",1
"19254",1,11,"blue","remember","blue","nurse",6751.4080000075,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",111,"0.97",1646.04599998507,"2","0.97","0.97","2","2",0
"19254",1,12,"blue","remember","blue","waiter",3838.40499999316,"smaller","No","No","No",2,3072.5879999781,1,"remember","remember",1.5,"remember2",173,"0.94",1411.74150000044,"2","0.97","0.97","2","2",0
"19254",1,13,"blue","process","red","sandwich",2093.48900001557,"smaller","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",139,"0.06",1639.62199984863,"0","0.94","0.94","2","2",-2
"19254",1,14,"blue","remember","blue","ocean",2137.61199997598,"larger","No","No","No",4,2513.9510000085,1,"process","process",-0.5,"process1",112,"0.96",1456.75249996094,"2","0.06","0.06","0","0",2
"19254",1,15,"blue","remember","blue","eagle",1259.63300000317,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",65,"0.82",1791.70799999807,"2","0.96","0.96","2","2",0
"19254",1,16,"blue","remember","blue","basement",3844.79999998689,"smaller","No","No","No",5,1910.52399998589,1,"remember","remember",1.5,"remember2",8,"0.92",1402.31650009591,"2","0.82","0.82","2","2",0
"19254",1,17,"blue","process","red","bowl",2978.75599998032,"smaller","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",18,"0.17",1661.06599995529,"0","0.92","0.92","2","2",-2
"19254",1,18,"blue","process","red","medal",8536.12199999439,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",103,"0.1",1445.23599997174,"0","0.17","0.17","0","0",0
"19254",1,19,"blue","process","red","jewelry",3595.24000000954,"larger","No","No","No",NA,NA,0,"process","process",-1.5,"process2",91,"0.05",1563.59050000188,"0","0.1","0.1","0","0",0
"19254",1,20,"blue","remember","blue","cocktail",2679.78999997134,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",49,"0.03",1635.89899998892,"0","0.05","0.05","0","0",0
"19254",1,21,"blue","remember","blue","pistol",4327.16399998713,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",126,"0.1",1623.31100000837,"0","0.03","0.03","0","0",0
"19254",1,22,"blue","process","red","opera",1418.58100002271,"larger","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",113,"0.95",1518.62800000326,"2","0.1","0.1","0","0",2
"19254",1,23,"blue","process","red","sink",2417.2509999742,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",145,"0.88",1538.00000000006,"2","0.95","0.95","2","2",0
"19254",1,24,"blue","remember","blue","castle",1705.71900002443,"larger","No","No","No",NA,NA,0,"process","process",-1.5,"process2",35,"0.97",1316.6630000688,"2","0.88","0.88","2","2",0
"19254",1,25,"blue","process","red","passport",1086.01300000364,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",116,"0.09",1438.31699995766,"0","0.97","0.97","2","2",-2
"19254",1,26,"blue","process","red","fort",4133.09500002576,"larger","No","No","No",6,11521.3219999789,1,"process","process",-0.5,"process1",74,"0.93",1491.44799999881,"2","0.09","0.09","0","0",2
"19254",1,27,"blue","process","red","elevator",4514.09900001669,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",68,"0.99",1494.99999999994,"2","0.93","0.93","2","2",0
"19254",1,28,"blue","remember","blue","tiger",4630.5220000082,"smaller","No","No","No",NA,NA,0,"process","process",-2.5,"process3",160,"0.93",1491.39200000139,"2","0.99","0.99","2","2",0
"19254",1,29,"blue","remember","blue","cave",2129.65399998438,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",36,"0.97",1454.27700001315,"2","0.93","0.93","2","2",0
"19254",1,30,"blue","remember","blue","pilot",2142.17200000322,"smaller","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",124,"0.91",1651.86500009929,"2","0.97","0.97","2","2",0
"19254",2,1,"blue","remember","blue","piano",3524.13200002268,"larger","No","No","No",1,7578.10499999952,1,NA,NA,NA,NA,121,"0.94",1290.38599994907,"2",NA,NA,"2","2",0
"19254",2,2,"blue","remember","blue","harbor",2460.12500001385,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",83,"0.93",1517.43300003931,"2","0.94","0.94","2","2",0
"19254",2,3,"blue","process","red","underwear",1151.94999997737,"smaller","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",169,"0.07",1677.94099999992,"0","0.93","0.93","2","2",-2
"19254",2,4,"blue","process","red","lemon",2454.95599997544,"smaller","No","No","No",30,3651.33000000473,1,"process","process",-0.5,"process1",98,"0.04",1335.63599959103,"0","0.07","0.07","0","0",0
"19254",2,5,"blue","remember","blue","universe",1119.03300000384,"larger","No","No","No",NA,NA,0,"process","process",-1.5,"process2",170,"0.95",1398.19600004651,"2","0.04","0.04","0","0",2
"19254",2,6,"blue","process","red","basket",940.482999972592,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",9,"0.76",1624.29100004898,"1","0.95","0.95","2","2",-1
"19254",2,7,"blue","remember","blue","camera",5382.05700000469,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",32,"0.17",1657.88249999398,"0","0.76","0.76","1","1",-1
"19254",2,8,"blue","process","red","railroad",2086.89100002311,"larger","No","No","No",7,2999.51799999713,1,"remember","remember",0.5,"remember1",135,"0.93",1486.95099999735,"2","0.17","0.17","0","0",2
"19254",2,9,"blue","remember","blue","shotgun",9275.1199999972,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",144,"0.51",1737.84499999983,"1","0.93","0.93","2","2",-1
"19254",2,10,"blue","remember","blue","purse",1761.6890000134,"smaller","No","No","No",18,3546.45699998818,1,"remember","remember",0.5,"remember1",133,"0.14",1783.37199999322,"0","0.51","0.51","1","1",-1
"19254",2,11,"blue","remember","blue","robot",1768.07800000452,"larger","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",138,"0.93",1512.53600003059,"2","0.14","0.14","0","0",2
"19254",2,12,"blue","remember","blue","diamond",1055.17700002354,"smaller","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",60,"0.04",1559.91900000353,"0","0.93","0.93","2","2",-2
"19254",2,13,"blue","process","red","airplane",929.833000018494,"larger","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",1,"0.94",1408.10800000065,"2","0.04","0.04","0","0",2
"19254",2,14,"blue","remember","blue","couch",9285.77699997847,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",54,"0.97",1539.35100003798,"2","0.94","0.94","2","2",0
"19254",2,15,"blue","remember","blue","spider",1273.89599997655,"smaller","No","No","No",13,5144.49700000987,1,"remember","remember",0.5,"remember1",149,"0.01",1502.68999999884,"0","0.97","0.97","2","2",-2
"19254",2,16,"blue","process","red","goat",1676.64700002642,"larger","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",79,"0.93",1482.73999999999,"2","0.01","0.01","0","0",2
"19254",2,17,"blue","process","red","ranch",2772.2200000002,"smaller","No","No","No",4,4602.58000002534,1,"process","process",-0.5,"process1",136,"0.88",1406.66499988583,"2","0.93","0.93","2","2",0
"19254",2,18,"blue","process","red","bacon",1944.80499999376,"smaller","No","No","No",17,5118.37499997881,1,"process","process",-1.5,"process2",3,"0.05",1420.73950006066,"0","0.88","0.88","2","2",-2
"19254",2,19,"blue","remember","blue","potato",3619.22400002112,"smaller","No","No","No",NA,NA,0,"process","process",-2.5,"process3",130,"0.07",1408.5515000009,"0","0.05","0.05","0","0",0
"19254",2,20,"blue","process","red","shark",1236.35299999407,"larger","No","No","No",8,3443.69600001874,1,"remember","remember",0.5,"remember1",142,"0.89",1310.53000000081,"2","0.07","0.07","0","0",2
"19254",2,21,"blue","process","red","clinic",1245.26500002504,"larger","No","No","No",5,4054.87899999111,1,"process","process",-0.5,"process1",45,"0.96",1480.84499999776,"2","0.89","0.89","2","2",0
"19254",2,22,"blue","process","red","knee",2387.82599997497,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",93,"0.18",1648.09700007923,"0","0.96","0.96","2","2",-2
"19254",2,23,"blue","process","red","devil",1043.78300001961,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",59,"0.89",1617.07800001028,"2","0.18","0.18","0","0",2
"19254",2,24,"blue","process","red","burger",1530.9290000028,"smaller","No","No","No",NA,NA,0,"process","process",-2.5,"process3",27,"0.08",1822.86400000332,"0","0.89","0.89","2","2",-2
"19254",2,25,"blue","process","red","bread",1453.12299999152,"smaller","No","No","No",NA,NA,0,"process","process",-2.5,"process3",21,"0.28",1634.0530000013,"1","0.08","0.08","0","0",1
"19254",2,26,"blue","remember","blue","jeep",412.896999988123,"smaller","No","No","No",3,2588.76400002604,1,"process","process",-2.5,"process3",90,"0.96",1463.88000003004,"2","0.28","0.28","1","1",1
"19254",2,27,"blue","remember","blue","train",1282.49000001978,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",166,"0.98",1457.17700002907,"2","0.96","0.96","2","2",0
"19254",2,28,"blue","remember","blue","penny",1425.68199997826,"smaller","No","No","No",19,3283.25499997707,1,"remember","remember",1.5,"remember2",119,"0.07",1438.30700000236,"0","0.98","0.98","2","2",-2
"19254",2,29,"blue","remember","blue","barrel",3030.36699997121,"larger","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",7,"0.93",1533.06299999845,"2","0.07","0.07","0","0",2
"19254",2,30,"blue","process","red","tower",4202.43700001226,"larger","No","No","No",22,6225.17499998072,1,"remember","remember",2.5,"remember3",165,"0.96",1340.16099998227,"2","0.93","0.93","2","2",0
"19256",1,1,"red","process","blue","boot",6398.51599999001,"smaller","No","No","No",NA,NA,0,NA,NA,NA,NA,17,"0.33",2505.75500000024,"1",NA,NA,"2","2",-1
