"id","listid","study_position","color_condition","trial_condition","stimulus_condition","presented_color","word1","word2","studyRT","resp","expect_test","use_help","exp_duration","output_pos1","testRT1","output_pos2","testRT2","acc1","acc2","acc","exclude","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","math_acc","n"
"17633",1,15,"red","process","words","blue","sweater",NA,1498.84100001771,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.913793103448276,58
"17633",1,16,"red","remember","words","red","planet",NA,967.32399993483,"larger","No","No",28.9986725833325,9,3132.85100000398,NA,NA,1,NA,1,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",1,17,"red","process","words","blue","pizza",NA,2370.4269999871,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",1,18,"red","process","words","blue","forest",NA,2768.58299998776,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",1,19,"red","process","words","blue","carpet",NA,985.51699995785,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.913793103448276,58
"17633",1,20,"red","remember","words","red","highway",NA,873.650999962352,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.913793103448276,58
"17633",1,21,"red","process","words","blue","jeep",NA,295.613000008743,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",1,22,"red","remember","words","red","market",NA,3449.58899999084,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",1,23,"red","remember","words","red","beach",NA,1910.26199998311,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",1,24,"red","process","words","blue","sink",NA,1752.8059999859,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.913793103448276,58
"17633",1,25,"red","remember","words","red","bucket",NA,2887.18699995778,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",1,26,"red","process","words","blue","earth",NA,803.741999984253,"larger","No","No",28.9986725833325,6,1712.87000000454,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",1,27,"red","remember","words","red","elevator",NA,1237.7949999494,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",1,28,"red","remember","words","red","dragon",NA,1485.49899996561,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",1,29,"red","remember","words","red","passport",NA,1176.46800003108,"smaller","No","No",28.9986725833325,11,2874.64499993529,NA,NA,1,NA,1,FALSE,"remember","remember",1.5,"remember2",0.913793103448276,58
"17633",1,30,"red","process","words","blue","dog",NA,2347.68100001616,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.913793103448276,58
"17633",2,1,"red","process","words","blue","phone",NA,1556.76900000311,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,NA,NA,NA,NA,0.913793103448276,58
"17633",2,2,"red","process","words","blue","bike",NA,1604.13899993291,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",2,3,"red","process","words","blue","doctor",NA,1555.72099997546,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.913793103448276,58
"17633",2,4,"red","process","words","blue","pearl",NA,1108.54700003052,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.913793103448276,58
"17633",2,5,"red","remember","words","red","potato",NA,1470.41399998334,"smaller","No","No",28.9986725833325,1,3853.40900001116,NA,NA,1,NA,1,FALSE,"process","process",-2.5,"process3",0.913793103448276,58
"17633",2,6,"red","process","words","blue","nurse",NA,1404.16600003513,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",2,7,"red","remember","words","red","chicken",NA,1579.19499997795,"smaller","No","No",28.9986725833325,2,1408.76199993514,NA,NA,1,NA,1,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",2,8,"red","remember","words","red","goat",NA,2573.73299997137,"larger","No","No",28.9986725833325,3,625.391999930609,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",2,9,"red","remember","words","red","mouse",NA,2935.50799997593,"smaller","No","No",28.9986725833325,4,2228.81399993482,NA,NA,1,NA,1,FALSE,"remember","remember",1.5,"remember2",0.913793103448276,58
"17633",2,10,"red","remember","words","red","tire",NA,5423.72499994864,"larger","No","No",28.9986725833325,5,1163.86899995687,NA,NA,1,NA,1,FALSE,"remember","remember",2.5,"remember3",0.913793103448276,58
"17633",2,11,"red","remember","words","red","jungle",NA,3718.05499993544,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.913793103448276,58
"17633",2,12,"red","remember","words","red","clown",NA,2062.28000000538,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.913793103448276,58
"17633",2,13,"red","process","words","blue","wrist",NA,1047.56899995706,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.913793103448276,58
"17633",2,14,"red","process","words","blue","couch",NA,1660.15600004233,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",2,15,"red","remember","words","red","piano",NA,4160.44499997981,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.913793103448276,58
"17633",2,16,"red","process","words","blue","virus",NA,1392.01500000688,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",2,17,"red","remember","words","red","whale",NA,1117.17000001413,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",2,18,"red","remember","words","red","chin",NA,1254.2510000004,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",2,19,"red","remember","words","red","soda",NA,1323.09899998107,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.913793103448276,58
"17633",2,20,"red","process","words","blue","fruit",NA,1041.478000039,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.913793103448276,58
"17633",2,21,"red","remember","words","red","wallet",NA,805.8029999563,"smaller","No","No",28.9986725833325,6,1111.12799995742,NA,NA,1,NA,1,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",2,22,"red","process","words","blue","railroad",NA,1358.49299999489,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",2,23,"red","process","words","blue","peanut",NA,1043.17499995115,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",2,24,"red","process","words","blue","bread",NA,632.897999963257,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.913793103448276,58
"17633",2,25,"red","process","words","blue","ranch",NA,1233.81299993233,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.913793103448276,58
"17633",2,26,"red","remember","words","red","buffalo",NA,1111.67099994933,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.913793103448276,58
"17633",2,27,"red","process","words","blue","eagle",NA,953.513000042643,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",2,28,"red","process","words","blue","school",NA,1818.92399999523,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",2,29,"red","remember","words","red","tower",NA,1034.89100000984,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.913793103448276,58
"17633",2,30,"red","remember","words","red","newspaper",NA,1862.93199998024,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",3,1,"red","remember","words","red","horse",NA,2216.79500000412,"larger","No","No",28.9986725833325,1,2072.16199996648,NA,NA,1,NA,1,FALSE,NA,NA,NA,NA,0.913793103448276,58
"17633",3,2,"red","process","words","blue","belt",NA,1794.50000002026,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",3,3,"red","process","words","blue","dessert",NA,1756.93699996872,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",3,4,"red","process","words","blue","sheep",NA,1033.42500004149,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.913793103448276,58
"17633",3,5,"red","process","words","blue","coast",NA,1404.6759999278,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.913793103448276,58
"17633",3,6,"red","remember","words","red","universe",NA,1202.26599996141,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.913793103448276,58
"17633",3,7,"red","remember","words","red","banana",NA,2014.28699993901,"smaller","No","No",28.9986725833325,3,1676.7049999272,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",3,8,"red","remember","words","red","liver",NA,2279.78899996751,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.913793103448276,58
"17633",3,9,"red","process","words","blue","camera",NA,733.069999987725,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.913793103448276,58
"17633",3,10,"red","remember","words","red","barrel",NA,3950.05900003901,"larger","No","No",28.9986725833325,8,4415.14499995811,NA,NA,1,NA,1,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",3,11,"red","process","words","blue","knee",NA,1151.5959999545,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",3,12,"red","remember","words","red","curtain",NA,2238.88499998557,"larger","No","No",28.9986725833325,4,1373.55900003063,NA,NA,1,NA,1,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",3,13,"red","remember","words","red","guitar",NA,2087.09199997364,"larger","No","No",28.9986725833325,7,1826.54499995592,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",3,14,"red","process","words","blue","nail",NA,1296.4749999987,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.913793103448276,58
"17633",3,15,"red","remember","words","red","cherry",NA,1450.30199993681,"smaller","No","No",28.9986725833325,6,1484.64899997599,NA,NA,1,NA,1,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",3,16,"red","remember","words","red","tiger",NA,3089.54299993184,"larger","No","No",28.9986725833325,5,1263.94600001676,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",3,17,"red","process","words","blue","medal",NA,1091.95499997283,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.913793103448276,58
"17633",3,18,"red","remember","words","red","tent",NA,2607.47799995379,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",3,19,"red","remember","words","red","elephant",NA,1462.73299994366,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",3,20,"red","remember","words","red","island",NA,736.777999979444,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.913793103448276,58
"17633",3,21,"red","process","words","blue","statue",NA,1052.80899997032,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.913793103448276,58
"17633",3,22,"red","remember","words","red","train",NA,778.624000021257,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",3,23,"red","process","words","blue","glove",NA,702.679999968736,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",3,24,"red","process","words","blue","bedroom",NA,861.284000026528,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",3,25,"red","process","words","blue","branch",NA,775.335999975912,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.913793103448276,58
"17633",3,26,"red","remember","words","red","lamp",NA,724.057999954093,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.913793103448276,58
"17633",3,27,"red","remember","words","red","bacon",NA,785.997999943094,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.913793103448276,58
"17633",3,28,"red","process","words","blue","string",NA,912.00400002487,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.913793103448276,58
"17633",3,29,"red","process","words","blue","lemon",NA,519.936999942642,"smaller","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.913793103448276,58
"17633",3,30,"red","process","words","blue","palace",NA,1017.73499993584,"larger","No","No",28.9986725833325,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.913793103448276,58
"17637",1,1,"blue","remember","words","blue","towel",NA,8163.41999999998,"larger","No","No",19.4833666666667,1,6097.06000000006,NA,NA,1,NA,1,FALSE,NA,NA,NA,NA,0.785714285714286,14
"17637",1,2,"blue","remember","words","blue","highway",NA,3290.26000000001,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",1,3,"blue","remember","words","blue","surgeon",NA,3362.58000000002,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.785714285714286,14
"17637",1,4,"blue","process","words","red","cave",NA,5697.88,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.785714285714286,14
"17637",1,5,"blue","process","words","red","airplane",NA,1308.28000000003,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",1,6,"blue","process","words","red","dice",NA,2549.84000000003,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.785714285714286,14
"17637",1,7,"blue","remember","words","blue","beach",NA,3076.09999999998,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.785714285714286,14
"17637",1,8,"blue","remember","words","blue","elevator",NA,1678.71999999997,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",1,9,"blue","process","words","red","forest",NA,1959.59999999998,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.785714285714286,14
"17637",1,10,"blue","process","words","red","table",NA,3240.20000000001,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",1,11,"blue","process","words","red","penny",NA,1987.47999999998,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.785714285714286,14
"17637",1,12,"blue","remember","words","blue","bike",NA,2220.40000000002,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.785714285714286,14
"17637",1,13,"blue","process","words","red","wrist",NA,1937.96000000002,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",1,14,"blue","remember","words","blue","waiter",NA,1455.17999999999,"larger","No","No",19.4833666666667,2,12885.98,NA,NA,1,NA,1,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",1,15,"blue","remember","words","blue","clinic",NA,1689.44,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",1,16,"blue","remember","words","blue","tooth",NA,1424.26000000001,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.785714285714286,14
"17637",1,17,"blue","process","words","red","piano",NA,1802.85999999999,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.785714285714286,14
"17637",1,18,"blue","process","words","red","cabin",NA,1703.08000000002,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",1,19,"blue","remember","words","blue","barn",NA,2953.32000000001,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.785714285714286,14
"17637",1,20,"blue","process","words","red","barrel",NA,1935.94,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",1,21,"blue","process","words","red","needle",NA,1780.20000000001,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",1,22,"blue","process","words","red","priest",NA,1915.06,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.785714285714286,14
"17637",1,23,"blue","remember","words","blue","phone",NA,1590.64000000001,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.785714285714286,14
"17637",1,24,"blue","process","words","red","potato",NA,1394.52000000002,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",1,25,"blue","remember","words","blue","orange",NA,1694.76000000001,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",1,26,"blue","remember","words","blue","concert",NA,1774.59999999998,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",1,27,"blue","remember","words","blue","horn",NA,1739.17999999999,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.785714285714286,14
"17637",1,28,"blue","process","words","red","railroad",NA,1283.44,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.785714285714286,14
"17637",1,29,"blue","remember","words","blue","house",NA,981.320000000007,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",1,30,"blue","process","words","red","coast",NA,1011.84000000003,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",2,1,"blue","remember","words","blue","brick",NA,3520.73999999999,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,NA,NA,NA,NA,0.785714285714286,14
"17637",2,2,"blue","process","words","red","library",NA,1999.76000000001,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",2,3,"blue","remember","words","blue","circus",NA,2294,"larger","No","No",19.4833666666667,2,6380.57999999996,NA,NA,1,NA,1,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",2,4,"blue","remember","words","blue","knee",NA,4132.26000000001,"smaller","No","No",19.4833666666667,1,8925.18000000005,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",2,5,"blue","process","words","red","curtain",NA,1886.26000000001,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.785714285714286,14
"17637",2,6,"blue","remember","words","blue","clown",NA,1530.16000000003,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",2,7,"blue","process","words","red","doctor",NA,1839.07999999996,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",2,8,"blue","process","words","red","valley",NA,1158.95999999996,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",2,9,"blue","process","words","red","fort",NA,1551.47999999998,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.785714285714286,14
"17637",2,10,"blue","process","words","red","palace",NA,5951.69999999995,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.785714285714286,14
"17637",2,11,"blue","remember","words","blue","church",NA,3249.12,"larger","No","No",19.4833666666667,3,5356.19999999995,NA,NA,1,NA,1,FALSE,"process","process",-2.5,"process3",0.785714285714286,14
"17637",2,12,"blue","process","words","red","cocktail",NA,3043.42000000004,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",2,13,"blue","process","words","red","monkey",NA,1398.40000000002,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",2,14,"blue","process","words","red","soda",NA,2338.59999999998,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.785714285714286,14
"17637",2,15,"blue","remember","words","blue","factory",NA,1643.54000000004,"larger","No","No",19.4833666666667,4,6768.5,NA,NA,1,NA,1,FALSE,"process","process",-2.5,"process3",0.785714285714286,14
"17637",2,16,"blue","remember","words","blue","sandwich",NA,4146.73999999999,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
"17637",2,17,"blue","process","words","red","lemon",NA,1306.16000000003,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.785714285714286,14
"17637",2,18,"blue","remember","words","blue","bone",NA,4345.66000000003,"larger","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.785714285714286,14
"17637",2,19,"blue","remember","words","blue","heart",NA,3617.97999999998,"smaller","No","No",19.4833666666667,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.785714285714286,14
