"id","age","listid","color_condition","stimulus_condition","response","duration","expect_test","use_help","recall_all_q","recog_pos","tested_word","test_trial_type","trial_condition"
1,"young",2,"blue","words","6",653.779000000795,"No","No","Yes",24,"forest","old","remember"
1,"young",2,"blue","words","2",1853.58199999959,"No","No","Yes",25,"branch","new",NA
1,"young",2,"blue","words","2",1191.26399999997,"No","No","Yes",26,"pipe","old","process"
1,"young",2,"blue","words","2",936.320000000764,"No","No","Yes",27,"cocktail","new",NA
1,"young",2,"blue","words","6",828.531999999657,"No","No","Yes",28,"banana","old","process"
1,"young",2,"blue","words","2",1004.93999999959,"No","No","Yes",29,"boot","new",NA
1,"young",2,"blue","words","6",6923.88899999927,"No","No","Yes",30,"clown","old","remember"
1,"young",2,"blue","words","1",1563.74100000039,"No","No","Yes",31,"virus","new",NA
1,"young",2,"blue","words","6",857.644999999204,"No","No","Yes",32,"church","old","remember"
1,"young",2,"blue","words","6",697.821000000695,"No","No","Yes",33,"tank","old","remember"
1,"young",2,"blue","words","6",2474.45699999924,"No","No","Yes",34,"knife","old","process"
1,"young",2,"blue","words","2",1711.03100000077,"No","No","Yes",35,"goat","new",NA
1,"young",2,"blue","words","6",703.683000000427,"No","No","Yes",36,"corn","old","remember"
1,"young",2,"blue","words","2",848.419000000344,"No","No","Yes",37,"peanut","new",NA
1,"young",2,"blue","words","2",1079.16100000043,"No","No","Yes",38,"phone","old","process"
1,"young",2,"blue","words","2",849.679000000004,"No","No","Yes",39,"pearl","old","process"
1,"young",2,"blue","words","2",1177.42099999997,"No","No","Yes",40,"toast","old","remember"
1,"young",2,"blue","words","6",1325.74300000037,"No","No","Yes",41,"blanket","old","process"
1,"young",2,"blue","words","2",1574.38400000043,"No","No","Yes",42,"liver","old","remember"
1,"young",2,"blue","words","2",821.822000000393,"No","No","Yes",43,"shotgun","old","remember"
1,"young",2,"blue","words","6",673.896000000415,"No","No","Yes",44,"cage","old","process"
1,"young",2,"blue","words","6",641.298000000417,"No","No","Yes",45,"tent","old","process"
1,"young",2,"blue","words","6",766.432000000728,"No","No","Yes",46,"needle","old","remember"
1,"young",2,"blue","words","2",723.46100000001,"No","No","Yes",47,"lawn","new",NA
1,"young",2,"blue","words","1",1179.8310000007,"No","No","Yes",48,"dentist","new",NA
1,"young",2,"blue","words","1",600.152999999234,"No","No","Yes",49,"robin","new",NA
1,"young",2,"blue","words","1",1135.58500000043,"No","No","Yes",50,"nanny","new",NA
1,"young",2,"blue","words","6",895.304999999236,"No","No","Yes",51,"pistol","new",NA
1,"young",2,"blue","words","1",1024.28999999922,"No","No","Yes",52,"heart","new",NA
1,"young",2,"blue","words","6",763.371999999275,"No","No","Yes",53,"monkey","old","remember"
1,"young",2,"blue","words","4",1874.4439999992,"No","No","Yes",54,"bread","new",NA
1,"young",2,"blue","words","1",926.994000000763,"No","No","Yes",55,"underwear","new",NA
1,"young",2,"blue","words","1",769.705999999656,"No","No","Yes",56,"nest","new",NA
1,"young",2,"blue","words","6",1332.91500000004,"No","No","Yes",57,"buffalo","old","remember"
1,"young",2,"blue","words","2",1198.44299999962,"No","No","Yes",58,"guitar","new",NA
1,"young",2,"blue","words","2",1108.89900000079,"No","No","Yes",59,"waiter","old","process"
1,"young",2,"blue","words","1",1923.08500000043,"No","No","Yes",60,"pole","new",NA
1,"young",2,"blue","words","2",960.002999999211,"No","No","Yes",61,"bush","new",NA
1,"young",2,"blue","words","2",3477.70599999966,"No","No","Yes",62,"surgeon","new",NA
1,"young",2,"blue","words","2",6180.21999999962,"No","No","Yes",63,"mouse","new",NA
1,"young",2,"blue","words","1",6919.62000000069,"No","No","Yes",64,"fort","old","process"
1,"young",2,"blue","words","4",2097.93800000078,"No","No","Yes",65,"piano","old","remember"
1,"young",2,"blue","words","1",1676.92600000079,"No","No","Yes",66,"bible","new",NA
1,"young",2,"blue","words","6",2060.46800000034,"No","No","Yes",67,"empire","old","remember"
1,"young",2,"blue","words","6",6654.79199999967,"No","No","Yes",68,"universe","old","process"
1,"young",2,"blue","words","6",905.586000000359,"No","No","Yes",69,"island","old","remember"
1,"young",2,"blue","words","2",2531.62999999919,"No","No","Yes",70,"whistle","old","process"
1,"young",2,"blue","words","3",3653.7060000007,"No","No","Yes",71,"tunnel","new",NA
1,"young",2,"blue","words","4",2385.19100000081,"No","No","Yes",72,"brick","new",NA
1,"young",2,"blue","words","2",3453.26100000041,"No","No","Yes",73,"nurse","new",NA
1,"young",2,"blue","words","5",6709.30699999956,"No","No","Yes",74,"horse","new",NA
1,"young",2,"blue","words","6",1145.2499999993,"No","No","Yes",75,"palace","old","remember"
1,"young",2,"blue","words","1",3694.90399999963,"No","No","Yes",76,"pumpkin","new",NA
1,"young",2,"blue","words","6",1150.96000000066,"No","No","Yes",77,"planet","old","process"
1,"young",2,"blue","words","6",865.714000000851,"No","No","Yes",78,"elephant","old","remember"
1,"young",2,"blue","words","6",900.157000000356,"No","No","Yes",79,"spider","old","process"
1,"young",2,"blue","words","2",1386.60099999956,"No","No","Yes",80,"sheep","new",NA
1,"young",2,"blue","words","2",2420.33100000047,"No","No","Yes",81,"chicken","new",NA
1,"young",2,"blue","words","2",3552.46900000027,"No","No","Yes",82,"finger","old","process"
1,"young",2,"blue","words","6",932.756000000751,"No","No","Yes",83,"fruit","old","process"
1,"young",2,"blue","words","2",900.168000000762,"No","No","Yes",84,"market","new",NA
1,"young",2,"blue","words","6",755.611999999965,"No","No","Yes",85,"castle","old","remember"
1,"young",2,"blue","words","4",2447.54999999935,"No","No","Yes",86,"bridge","old","process"
1,"young",2,"blue","words","3",1535.75599999959,"No","No","Yes",87,"soda","old","remember"
1,"young",2,"blue","words","3",1285.48900000076,"No","No","Yes",88,"brain","new",NA
1,"young",2,"blue","words","2",1063.44900000002,"No","No","Yes",89,"potato","new",NA
1,"young",2,"blue","words","5",4677.03300000005,"No","No","Yes",90,"jeep","old","process"
1,"young",2,"blue","words","3",1431.04600000079,"No","No","Yes",91,"bowl","new",NA
1,"young",2,"blue","words","3",4098.17800000007,"No","No","Yes",92,"bacon","old","process"
1,"young",2,"blue","words","4",3596.05000000005,"No","No","Yes",93,"circus","new",NA
1,"young",2,"blue","words","3",1485.81500000064,"No","No","Yes",94,"house","new",NA
1,"young",2,"blue","words","5",6085.44900000002,"No","No","Yes",95,"cookie","old","process"
1,"young",2,"blue","words","6",7355.26699999929,"No","No","Yes",96,"diamond","old","remember"
1,"young",2,"blue","words","4",3163.59700000077,"No","No","Yes",97,"lion","new",NA
1,"young",2,"blue","words","4",1266.12599999993,"No","No","Yes",98,"steak","new",NA
1,"young",2,"blue","words","2",2323.11800000048,"No","No","Yes",99,"penny","new",NA
1,"young",2,"blue","words","6",2702.28599999961,"No","No","Yes",100,"bucket","old","process"
1,"young",2,"blue","words","4",2278.50200000009,"No","No","Yes",101,"knee","new",NA
1,"young",2,"blue","words","2",3324.11200000043,"No","No","Yes",102,"lamp","new",NA
1,"young",2,"blue","words","2",1180.71999999997,"No","No","Yes",103,"lawyer","new",NA
1,"young",2,"blue","words","6",1291.14199999999,"No","No","Yes",104,"couch","old","process"
1,"young",2,"blue","words","2",6320.59000000008,"No","No","Yes",105,"belt","new",NA
1,"young",2,"blue","words","6",1254.08399999933,"No","No","Yes",106,"medal","old","remember"
1,"young",2,"blue","words","2",4798.34199999925,"No","No","Yes",107,"chair","new",NA
1,"young",2,"blue","words","5",1704.83799999929,"No","No","Yes",108,"wallet","old","process"
1,"young",2,"blue","words","1",2184.31400000048,"No","No","Yes",109,"glove","old","process"
1,"young",2,"blue","words","5",1800.5959999999,"No","No","Yes",110,"burger","old","remember"
1,"young",2,"blue","words","4",1859.47599999956,"No","No","Yes",111,"tower","new",NA
1,"young",2,"blue","words","6",1358.39200000046,"No","No","Yes",112,"basket","old","process"
1,"young",2,"blue","words","3",5324.48800000036,"No","No","Yes",113,"apple","old","remember"
1,"young",2,"blue","words","6",1356.82499999925,"No","No","Yes",114,"elevator","old","remember"
1,"young",2,"blue","words","6",1038.78700000048,"No","No","Yes",115,"goose","old","remember"
1,"young",2,"blue","words","2",1481.00299999933,"No","No","Yes",116,"tire","new",NA
1,"young",2,"blue","words","2",1226.63700000034,"No","No","Yes",117,"whale","new",NA
1,"young",2,"blue","words","6",1530.46100000083,"No","No","Yes",118,"cabin","old","process"
1,"young",2,"blue","words","2",1610.75400000042,"No","No","Yes",119,"costume","new",NA
1,"young",2,"blue","words","2",1184.05999999959,"No","No","Yes",120,"crown","new",NA
2,"young",2,"blue","words","2",5241.68000004767,"No","No","Yes",1,"passport","new",NA
2,"young",2,"blue","words","6",5120.06499999994,"No","No","Yes",2,"chicken","old","remember"
2,"young",2,"blue","words","6",1081.4049999523,"No","No","Yes",3,"sink","old","remember"
2,"young",2,"blue","words","4",2437.7890000476,"No","No","Yes",4,"flower","new",NA
2,"young",2,"blue","words","6",1569.61500004772,"No","No","Yes",5,"garden","old","process"
2,"young",2,"blue","words","3",3170.92600009544,"No","No","Yes",6,"coast","new",NA
2,"young",2,"blue","words","2",3387.39900004771,"No","No","Yes",7,"library","new",NA
2,"young",2,"blue","words","2",1210.62800000003,"No","No","Yes",8,"badge","new",NA
2,"young",2,"blue","words","2",2200.61700009531,"No","No","Yes",9,"castle","new",NA
2,"young",2,"blue","words","2",1326.91800009529,"No","No","Yes",10,"island","new",NA
2,"young",2,"blue","words","6",1713.45900009526,"No","No","Yes",11,"soda","old","process"
2,"young",2,"blue","words","4",2347.57399995229,"No","No","Yes",12,"elephant","new",NA
2,"young",2,"blue","words","6",1333.00300009525,"No","No","Yes",13,"bacon","old","process"
2,"young",2,"blue","words","6",703.191000047605,"No","No","Yes",14,"train","old","remember"
2,"young",2,"blue","words","3",2560.90700004762,"No","No","Yes",15,"pipe","new",NA
2,"young",2,"blue","words","6",993.997999999905,"No","No","Yes",16,"pill","old","process"
2,"young",2,"blue","words","6",761.179999952205,"No","No","Yes",17,"barn","old","remember"
2,"young",2,"blue","words","4",2401.64499990456,"No","No","Yes",18,"lawyer","new",NA
2,"young",2,"blue","words","2",1808.40199990454,"No","No","Yes",19,"potato","new",NA
2,"young",2,"blue","words","6",1638.92500000005,"No","No","Yes",20,"cherry","old","remember"
2,"young",2,"blue","words","3",2276.81900009536,"No","No","Yes",21,"market","new",NA
2,"young",2,"blue","words","6",1288.64600004768,"No","No","Yes",22,"tower","old","process"
2,"young",2,"blue","words","6",1188.12100004777,"No","No","Yes",23,"surgeon","old","remember"
2,"young",2,"blue","words","6",1011.47499995236,"No","No","Yes",24,"tire","old","process"
2,"young",2,"blue","words","2",1738.0869999046,"No","No","Yes",25,"costume","new",NA
2,"young",2,"blue","words","2",3491.18599995226,"No","No","Yes",26,"elevator","new",NA
2,"young",2,"blue","words","6",1494.50600004778,"No","No","Yes",27,"wrist","old","remember"
2,"young",2,"blue","words","6",778.533999952255,"No","No","Yes",28,"boot","old","remember"
2,"young",2,"blue","words","6",2315.88100004778,"No","No","Yes",29,"window","old","remember"
2,"young",2,"blue","words","1",5581.19099995238,"No","No","Yes",30,"underwear","old","process"
2,"young",2,"blue","words","1",1396.03500004765,"No","No","Yes",31,"planet","new",NA
2,"young",2,"blue","words","6",955.024999952409,"No","No","Yes",32,"lawn","old","process"
2,"young",2,"blue","words","2",1476.45299990452,"No","No","Yes",33,"basket","new",NA
2,"young",2,"blue","words","2",1591.60400004778,"No","No","Yes",34,"burger","new",NA
2,"young",2,"blue","words","2",1415.81700000004,"No","No","Yes",35,"pistol","new",NA
2,"young",2,"blue","words","6",1005.54999990459,"No","No","Yes",36,"pole","old","remember"
2,"young",2,"blue","words","6",844.054999999935,"No","No","Yes",37,"buffalo","old","process"
2,"young",2,"blue","words","6",1249.05199990468,"No","No","Yes",38,"bible","old","remember"
2,"young",2,"blue","words","1",1511.44599995227,"No","No","Yes",39,"universe","new",NA
2,"young",2,"blue","words","6",3176.99099990469,"No","No","Yes",40,"bowl","old","process"
2,"young",2,"blue","words","6",3481.28699995228,"No","No","Yes",41,"blanket","old","process"
2,"young",2,"blue","words","2",1588.38599990471,"No","No","Yes",42,"goat","new",NA
2,"young",2,"blue","words","2",1260.17900009546,"No","No","Yes",43,"bride","new",NA
2,"young",2,"blue","words","6",2055.58200004767,"No","No","Yes",44,"guitar","old","process"
2,"young",2,"blue","words","1",2236.21799990465,"No","No","Yes",45,"railroad","new",NA
2,"young",2,"blue","words","6",1866.15099990461,"No","No","Yes",46,"rabbit","old","process"
2,"young",2,"blue","words","1",1918.53399995225,"No","No","Yes",47,"diamond","new",NA
2,"young",2,"blue","words","1",816.183999999892,"No","No","Yes",48,"nanny","new",NA
2,"young",2,"blue","words","2",1622.23100009537,"No","No","Yes",49,"airplane","new",NA
2,"young",2,"blue","words","3",1828.41599990474,"No","No","Yes",50,"worm","new",NA
2,"young",2,"blue","words","3",1187.11800004775,"No","No","Yes",51,"shark","new",NA
2,"young",2,"blue","words","2",1313.51000004774,"No","No","Yes",52,"sheep","new",NA
2,"young",2,"blue","words","2",1228.67799990461,"No","No","Yes",53,"corn","new",NA
2,"young",2,"blue","words","1",1330.88400009531,"No","No","Yes",54,"horse","new",NA
2,"young",2,"blue","words","6",916.430999952368,"No","No","Yes",55,"concert","old","remember"
2,"young",2,"blue","words","6",887.903000047663,"No","No","Yes",56,"bone","old","remember"
2,"young",2,"blue","words","2",1258.23199990462,"No","No","Yes",57,"toast","new",NA
2,"young",2,"blue","words","1",2759.09499995224,"No","No","Yes",58,"branch","new",NA
2,"young",2,"blue","words","1",743.559999904595,"No","No","Yes",59,"heart","new",NA
2,"young",2,"blue","words","6",2072.42999990471,"No","No","Yes",60,"knife","old","remember"
2,"young",2,"blue","words","2",1740.70500004757,"No","No","Yes",61,"belt","new",NA
2,"young",2,"blue","words","1",3366.00600004778,"No","No","Yes",62,"palace","new",NA
2,"young",2,"blue","words","1",662.850999952294,"No","No","Yes",63,"pearl","new",NA
2,"young",2,"blue","words","2",1331.30699990457,"No","No","Yes",64,"couch","new",NA
2,"young",2,"blue","words","5",3596.21699990472,"No","No","Yes",65,"nurse","old","remember"
2,"young",2,"blue","words","6",932.347999952268,"No","No","Yes",66,"soldier","old","remember"
2,"young",2,"blue","words","2",1886.70699995221,"No","No","Yes",67,"sandwich","new",NA
2,"young",2,"blue","words","6",840.625999952201,"No","No","Yes",68,"lion","old","process"
2,"young",2,"blue","words","1",1070.5029999523,"No","No","Yes",69,"jungle","new",NA
2,"young",2,"blue","words","6",1419.05400009546,"No","No","Yes",70,"phone","old","remember"
2,"young",2,"blue","words","6",1017.13800009526,"No","No","Yes",71,"harbor","old","process"
2,"young",2,"blue","words","6",710.340000000084,"No","No","Yes",72,"cocktail","old","process"
2,"young",2,"blue","words","6",632.591999904718,"No","No","Yes",73,"cookie","old","process"
2,"young",2,"blue","words","2",893.956999999937,"No","No","Yes",74,"cabin","new",NA
2,"young",2,"blue","words","2",922.115999952424,"No","No","Yes",75,"statue","new",NA
2,"young",2,"blue","words","6",739.921000000089,"No","No","Yes",76,"dessert","old","remember"
2,"young",2,"blue","words","1",1109.28299990459,"No","No","Yes",77,"towel","new",NA
2,"young",2,"blue","words","6",784.898000095272,"No","No","Yes",78,"apple","old","remember"
2,"young",2,"blue","words","2",1159.2790000001,"No","No","Yes",79,"dentist","new",NA
2,"young",2,"blue","words","6",912.290000047768,"No","No","Yes",80,"tank","old","process"
2,"young",2,"blue","words","2",1547.09399995231,"No","No","Yes",81,"fruit","new",NA
2,"young",2,"blue","words","2",965.082000095397,"No","No","Yes",82,"mouse","old","remember"
2,"young",2,"blue","words","6",781.108000095468,"No","No","Yes",83,"basement","old","process"
2,"young",2,"blue","words","5",1947.30900004762,"No","No","Yes",84,"butler","old","remember"
2,"young",2,"blue","words","6",3364.51300004777,"No","No","Yes",85,"beach","old","process"
2,"young",2,"blue","words","6",685.134000047576,"No","No","Yes",86,"skull","old","process"
2,"young",2,"blue","words","5",2352.20600000001,"No","No","Yes",87,"bedroom","old","remember"
2,"young",2,"blue","words","5",1904.18299990473,"No","No","Yes",88,"highway","old","process"
2,"young",2,"blue","words","2",2275.83400000003,"No","No","Yes",89,"peanut","new",NA
2,"young",2,"blue","words","6",1031.16500009526,"No","No","Yes",90,"wolf","old","remember"
2,"young",2,"blue","words","6",1524.45399995241,"No","No","Yes",91,"table","old","process"
2,"young",2,"blue","words","2",3022.59699995234,"No","No","Yes",92,"circus","new",NA
2,"young",2,"blue","words","3",4548.2760000953,"No","No","Yes",93,"nest","new",NA
2,"young",2,"blue","words","2",2989.92600004771,"No","No","Yes",94,"banana","new",NA
2,"young",2,"blue","words","6",1181.47400009539,"No","No","Yes",95,"whistle","old","process"
2,"young",2,"blue","words","2",1780.78999995231,"No","No","Yes",96,"hammer","new",NA
2,"young",2,"blue","words","2",2428.64599990472,"No","No","Yes",97,"dog","new",NA
2,"young",2,"blue","words","2",1410.43800004758,"No","No","Yes",98,"waiter","old","remember"
2,"young",2,"blue","words","3",2945.46799990465,"No","No","Yes",99,"bike","old","remember"
2,"young",2,"blue","words","2",2906.92099990463,"No","No","Yes",100,"tiger","new",NA
2,"young",2,"blue","words","6",2805.98700009543,"No","No","Yes",101,"bread","old","remember"
2,"young",2,"blue","words","6",1180.34899999993,"No","No","Yes",102,"eagle","old","remember"
2,"young",2,"blue","words","6",3164.42299990472,"No","No","Yes",103,"wallet","old","process"
2,"young",2,"blue","words","6",3860.49699999997,"No","No","Yes",104,"pillow","old","process"
2,"young",2,"blue","words","6",1257.16800009529,"No","No","Yes",105,"string","old","process"
2,"young",2,"blue","words","2",1133.78199995239,"No","No","Yes",106,"crown","new",NA
2,"young",2,"blue","words","2",2270.93599999999,"No","No","Yes",107,"school","old","process"
2,"young",2,"blue","words","2",3498.94699999993,"No","No","Yes",108,"child","new",NA
2,"young",2,"blue","words","2",1062.09999995236,"No","No","Yes",109,"horn","new",NA
2,"young",2,"blue","words","3",1884.26199995237,"No","No","Yes",110,"medal","new",NA
2,"young",2,"blue","words","2",1405.97699990473,"No","No","Yes",111,"empire","new",NA
2,"young",2,"blue","words","2",909.267000047723,"No","No","Yes",112,"cigar","new",NA
2,"young",2,"blue","words","6",975.729999999981,"No","No","Yes",113,"satellite","old","process"
2,"young",2,"blue","words","6",736.705000095302,"No","No","Yes",114,"turtle","old","remember"
2,"young",2,"blue","words","6",696.919000047725,"No","No","Yes",115,"brick","old","process"
2,"young",2,"blue","words","2",4587.87800009525,"No","No","Yes",116,"casino","new",NA
2,"young",2,"blue","words","2",1420.54799990472,"No","No","Yes",117,"chin","new",NA
2,"young",2,"blue","words","6",1610.30099995225,"No","No","Yes",118,"clown","old","remember"
2,"young",2,"blue","words","2",1296.74000009545,"No","No","Yes",119,"spider","new",NA
2,"young",2,"blue","words","6",932.295999904629,"No","No","Yes",120,"piano","old","remember"
3,"young",2,"red","words","1",7385.53099999996,"No","No","Yes",1,"sheep","new",NA
3,"young",2,"red","words","1",1843.34100000001,"No","No","Yes",2,"blanket","new",NA
3,"young",2,"red","words","1",1910.90099999995,"No","No","Yes",3,"bridge","new",NA
3,"young",2,"red","words","6",3862.11699999997,"No","No","Yes",4,"window","old","remember"
3,"young",2,"red","words","6",1769.076,"No","No","Yes",5,"bike","old","process"
3,"young",2,"red","words","1",1795.21299999999,"No","No","Yes",6,"piano","new",NA
3,"young",2,"red","words","1",1553.18200000003,"No","No","Yes",7,"toast","new",NA
3,"young",2,"red","words","6",3144.59899999993,"No","No","Yes",8,"tire","old","remember"
3,"young",2,"red","words","6",1408.9929999999,"No","No","Yes",9,"pipe","old","process"
3,"young",2,"red","words","1",2171.72400000005,"No","No","Yes",10,"costume","new",NA
3,"young",2,"red","words","5",2051.228,"No","No","Yes",11,"highway","old","remember"
3,"young",2,"red","words","6",2447.54099999997,"No","No","Yes",12,"dentist","old","remember"
3,"young",2,"red","words","6",2586.67799999996,"No","No","Yes",13,"dog","old","process"
3,"young",2,"red","words","1",2232.74200000009,"No","No","Yes",14,"burger","new",NA
3,"young",2,"red","words","6",2133.78200000001,"No","No","Yes",15,"banana","old","process"
3,"young",2,"red","words","6",3132.57499999995,"No","No","Yes",16,"opera","old","remember"
3,"young",2,"red","words","6",4552.94900000014,"No","No","Yes",17,"robin","old","process"
3,"young",2,"red","words","6",1135.62799999991,"No","No","Yes",18,"mouse","old","remember"
3,"young",2,"red","words","6",939.670999999857,"No","No","Yes",19,"horse","old","remember"
3,"young",2,"red","words","5",3156.46600000001,"No","No","Yes",20,"whistle","old","process"
3,"young",2,"red","words","6",1249.68099999998,"No","No","Yes",21,"sink","old","remember"
3,"young",2,"red","words","5",2831.11899999995,"No","No","Yes",22,"soldier","new",NA
3,"young",2,"red","words","6",1218.92300000007,"No","No","Yes",23,"sandwich","old","process"
3,"young",2,"red","words","1",1568.21399999992,"No","No","Yes",24,"lemon","new",NA
3,"young",2,"red","words","1",1528.36600000004,"No","No","Yes",25,"branch","new",NA
3,"young",2,"red","words","6",1316.33199999994,"No","No","Yes",26,"priest","old","process"
3,"young",2,"red","words","4",2939.18999999994,"No","No","Yes",27,"school","new",NA
3,"young",2,"red","words","1",2812.77800000005,"No","No","Yes",28,"elevator","new",NA
3,"young",2,"red","words","1",1141.88899999997,"No","No","Yes",29,"string","new",NA
3,"young",2,"red","words","6",1211.804,"No","No","Yes",30,"nanny","old","process"
3,"young",2,"red","words","6",2325.8899999999,"No","No","Yes",31,"butler","old","remember"
3,"young",2,"red","words","6",1227.73800000013,"No","No","Yes",32,"wolf","new",NA
3,"young",2,"red","words","6",903.284999999916,"No","No","Yes",33,"surgeon","old","process"
3,"young",2,"red","words","1",1240.24899999995,"No","No","Yes",34,"casino","new",NA
3,"young",2,"red","words","1",3318.16100000008,"No","No","Yes",35,"bible","new",NA
3,"young",2,"red","words","1",1166.73800000001,"No","No","Yes",36,"cage","new",NA
3,"young",2,"red","words","6",1162.07300000009,"No","No","Yes",37,"couch","old","remember"
3,"young",2,"red","words","3",2805.3459999999,"No","No","Yes",38,"empire","new",NA
3,"young",2,"red","words","1",2865.4389999999,"No","No","Yes",39,"palace","new",NA
3,"young",2,"red","words","1",1234.31900000013,"No","No","Yes",40,"tooth","new",NA
3,"young",2,"red","words","1",930.73199999996,"No","No","Yes",41,"valley","new",NA
3,"young",2,"red","words","1",1238.62700000009,"No","No","Yes",42,"crown","new",NA
3,"young",2,"red","words","6",1692.44700000004,"No","No","Yes",43,"needle","old","remember"
3,"young",2,"red","words","2",4158.82099999988,"No","No","Yes",44,"glove","new",NA
3,"young",2,"red","words","1",1156.35600000003,"No","No","Yes",45,"jewelry","new",NA
3,"young",2,"red","words","6",1315.7840000001,"No","No","Yes",46,"frog","old","remember"
3,"young",2,"red","words","1",2440.70000000007,"No","No","Yes",47,"bowl","new",NA
3,"young",2,"red","words","1",785.776999999885,"No","No","Yes",48,"devil","new",NA
3,"young",2,"red","words","1",1092.14899999986,"No","No","Yes",49,"doctor","new",NA
3,"young",2,"red","words","6",1329.848,"No","No","Yes",50,"medal","old","process"
3,"young",2,"red","words","6",1270.82000000007,"No","No","Yes",51,"pearl","old","remember"
3,"young",2,"red","words","1",1289.1050000001,"No","No","Yes",52,"newspaper","new",NA
3,"young",2,"red","words","1",1845.31000000006,"No","No","Yes",53,"train","old","remember"
3,"young",2,"red","words","1",3501.7300000001,"No","No","Yes",54,"church","new",NA
3,"young",2,"red","words","6",1444.15399999998,"No","No","Yes",55,"bread","old","process"
3,"young",2,"red","words","6",1303.35100000002,"No","No","Yes",56,"bride","old","remember"
3,"young",2,"red","words","6",2045.48600000003,"No","No","Yes",57,"robot","old","process"
3,"young",2,"red","words","6",1138.69099999988,"No","No","Yes",58,"castle","new",NA
3,"young",2,"red","words","1",2518.95699999994,"No","No","Yes",59,"pistol","new",NA
3,"young",2,"red","words","2",2251.85300000012,"No","No","Yes",60,"barn","new",NA
3,"young",2,"red","words","6",1229.16500000004,"No","No","Yes",61,"liver","old","remember"
3,"young",2,"red","words","6",914.637000000104,"No","No","Yes",62,"beach","old","remember"
3,"young",2,"red","words","6",910.055000000051,"No","No","Yes",63,"goat","old","remember"
3,"young",2,"red","words","1",2698.95600000001,"No","No","Yes",64,"diamond","new",NA
3,"young",2,"red","words","4",3043.19400000013,"No","No","Yes",65,"airplane","old","process"
3,"young",2,"red","words","1",1771.6540000001,"No","No","Yes",66,"cloud","old","remember"
3,"young",2,"red","words","6",3546.16899999988,"No","No","Yes",67,"chin","old","process"
3,"young",2,"red","words","6",1098.51900000009,"No","No","Yes",68,"ocean","old","process"
3,"young",2,"red","words","6",979.899000000092,"No","No","Yes",69,"bone","old","remember"
3,"young",2,"red","words","1",1110.85700000008,"No","No","Yes",70,"bacon","new",NA
3,"young",2,"red","words","1",901.489999999991,"No","No","Yes",71,"spider","old","process"
3,"young",2,"red","words","6",1267.74099999992,"No","No","Yes",72,"pole","old","remember"
3,"young",2,"red","words","6",1151.14100000006,"No","No","Yes",73,"bush","old","process"
3,"young",2,"red","words","1",1526.36699999997,"No","No","Yes",74,"virus","new",NA
3,"young",2,"red","words","1",1465.01400000008,"No","No","Yes",75,"penny","old","process"
3,"young",2,"red","words","2",1035.01100000006,"No","No","Yes",76,"stairs","new",NA
3,"young",2,"red","words","1",1316.71600000001,"No","No","Yes",77,"clinic","new",NA
3,"young",2,"red","words","6",1011.40600000008,"No","No","Yes",78,"clown","old","process"
3,"young",2,"red","words","6",911.040999999968,"No","No","Yes",79,"badge","old","process"
3,"young",2,"red","words","1",1229.58900000004,"No","No","Yes",80,"potato","new",NA
3,"young",2,"red","words","1",1901.01699999999,"No","No","Yes",81,"tiger","new",NA
