"id","listid","study_position","color_condition","trial_condition","stimulus_condition","presented_color","word1","studyRT","resp","expect_test","use_help","exp_duration","recall_all_q","output_pos1","testRT1","recall_acc","tested_word_left","tested_word_right","recog_response","recogRT","old_pos","recog_pos","recog_acc","exclude","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","math_acc","n","rep","l2_recall"
"18276",1,13,"red","process","words","blue","dog",2032.53499999887,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",1,14,"red","process","words","blue","goat",18355.1230000001,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",1,15,"red","process","words","blue","jungle",1670.96300000066,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,NA
"18276",1,16,"red","remember","words","red","bone",1746.78799999721,"larger","No","Yes",19.5172155833333,"Yes",5,4886.85099999642,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-2.5,"process3",0.705882352941177,17,1,NA
"18276",1,17,"red","remember","words","red","turtle",4537.49799999813,"larger","No","Yes",19.5172155833333,"Yes",6,2782.28600000258,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",1,18,"red","process","words","blue","mouse",4321.06300000189,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",1.5,"remember2",0.705882352941177,17,1,NA
"18276",1,19,"red","remember","words","red","clown",2791.98299999969,"larger","No","Yes",19.5172155833333,"Yes",7,4478.31500000041,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",1,20,"red","process","words","blue","brick",3384.41499999992,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",1,21,"red","process","words","blue","market",2130.43899999993,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",1,22,"red","remember","words","red","planet",2292.15900000214,"larger","No","Yes",19.5172155833333,"Yes",8,1620.52699999901,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,NA
"18276",1,23,"red","remember","words","red","knife",6395.16199999821,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",1,24,"red","process","words","blue","bride",3595.37499999924,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",1.5,"remember2",0.705882352941177,17,1,NA
"18276",1,25,"red","remember","words","red","forest",1130.95899999695,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",1,26,"red","remember","words","red","palace",6675.66100000159,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",1,27,"red","remember","words","red","devil",3912.71600000182,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",1.5,"remember2",0.705882352941177,17,1,NA
"18276",1,28,"red","remember","words","red","garden",10120.6879999957,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,NA
"18276",1,29,"red","process","words","blue","jeep",3179.77099999954,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,NA
"18276",1,30,"red","remember","words","red","stairs",1285.25100000267,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",2,1,"red","process","words","blue","empire",6638.62199999642,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,0.705882352941177,17,1,NA
"18276",2,2,"red","remember","words","red","soda",4989.86199999624,"smaller","No","Yes",19.5172155833333,"Yes",1,10336.193,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",2,3,"red","process","words","blue","tank",3592.11999999965,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",2,4,"red","process","words","blue","steak",1691.40299999627,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",2,5,"red","remember","words","red","shark",2394.41500000103,"larger","No","Yes",19.5172155833333,"Yes",2,4341.56800000125,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,NA
"18276",2,6,"red","process","words","blue","guitar",4773.0820000018,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",2,7,"red","process","words","blue","church",1357.69799999858,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",2,8,"red","remember","words","red","penny",362.282999998541,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,NA
"18276",2,9,"red","remember","words","red","sandwich",4911.89599999692,"smaller","No","Yes",19.5172155833333,"Yes",4,2107.42299999786,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",2,10,"red","remember","words","red","belt",3937.05999999889,"smaller","No","Yes",19.5172155833333,"Yes",5,4663.16499999689,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",1.5,"remember2",0.705882352941177,17,1,NA
"18276",2,11,"red","remember","words","red","island",4436.77699999721,"larger","No","Yes",19.5172155833333,"Yes",6,2572.57300000009,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,NA
"18276",2,12,"red","remember","words","red","dessert",2396.22800000093,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,NA
"18276",2,13,"red","process","words","blue","monkey",8533.4949999986,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,NA
"18276",2,14,"red","process","words","blue","purse",1302.89899999753,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",2,15,"red","remember","words","red","priest",1803.47699999763,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,NA
"18276",2,16,"red","remember","words","red","coast",4477.14499999932,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",2,17,"red","process","words","blue","cigar",11050.4280000025,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",1.5,"remember2",0.705882352941177,17,1,NA
"18276",2,18,"red","remember","words","red","sheep",1419.85099999863,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",2,19,"red","process","words","blue","elephant",5315.37599999632,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",2,20,"red","remember","words","red","worm",1397.31999999599,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",2,21,"red","process","words","blue","lawn",2866.90899999556,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",2,22,"red","process","words","blue","concert",834.864000002388,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",2,23,"red","process","words","blue","basement",683.081000000238,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,NA
"18276",2,24,"red","remember","words","red","peanut",1286.41499999864,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-2.5,"process3",0.705882352941177,17,1,NA
"18276",2,25,"red","remember","words","red","pillow",2899.39699999557,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,NA
"18276",2,26,"red","remember","words","red","skull",2715.91500000167,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",1.5,"remember2",0.705882352941177,17,1,NA
"18276",2,27,"red","remember","words","red","string",2609.35399999563,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,NA
"18276",2,28,"red","process","words","blue","robin",3107.85599999852,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,NA
"18276",2,29,"red","process","words","blue","opera",1793.324999996,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,NA
"18276",2,30,"red","process","words","blue","elevator",1509.05799999915,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,NA
"18276",3,1,"red","process","words","blue","finger",1302.53800000274,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"empire","finger","right",4074.89400000125,"right",1,1,TRUE,NA,NA,NA,NA,0.705882352941177,17,1,FALSE
"18276",3,2,"red","remember","words","red","statue",5000.6590000008,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"soda","statue","left",1744.79099999578,"right",2,0,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,TRUE
"18276",3,3,"red","process","words","blue","airplane",4602.17499999877,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"airplane","tank","left",1726.19400000176,"left",3,1,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,FALSE
"18276",3,4,"red","process","words","blue","factory",1442.47199999914,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"steak","factory","left",3450.63899999764,"right",4,0,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,FALSE
"18276",3,5,"red","remember","words","red","eagle",1001.73199999926,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"shark","eagle","right",7850.96899999771,"right",5,1,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,TRUE
"18276",3,6,"red","process","words","blue","boot",4425.14699999895,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"guitar","boot","right",3264.61599999666,"right",6,1,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,FALSE
"18276",3,7,"red","process","words","blue","cookie",15438.6670000001,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"cookie","church","right",1566.81600000034,"left",7,0,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,FALSE
"18276",3,8,"red","remember","words","red","banana",1296.97699999565,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"banana","penny","left",1592.57199999876,"left",8,1,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,FALSE
"18276",3,9,"red","remember","words","red","highway",3205.97499999963,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"highway","sandwich","right",1632.08100000094,"left",9,0,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,TRUE
"18276",3,10,"red","remember","words","red","flower",4011.99899999727,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"flower","belt","right",2437.58400000189,"left",10,0,TRUE,"remember","remember",1.5,"remember2",0.705882352941177,17,1,TRUE
"18276",3,11,"red","remember","words","red","ocean",2896.44099999964,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"ocean","island","left",6347.11399999773,"left",11,1,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,TRUE
"18276",3,12,"red","remember","words","red","sweater",4503.14099999936,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"dessert","sweater","right",2343.96499999822,"right",12,1,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,FALSE
"18276",3,13,"red","process","words","blue","valley",5237.38300000178,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"monkey","valley","left",7765.01199999708,"right",13,0,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,FALSE
"18276",3,14,"red","process","words","blue","cage",1150.23099999758,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"cage","purse","left",2441.70700000017,"left",14,1,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,FALSE
"18276",3,15,"red","remember","words","red","tent",3333.42999999819,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"priest","tent","left",1558.8200000003,"right",15,0,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,FALSE
"18276",3,16,"red","remember","words","red","bible",2766.20600000012,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"bible","coast","left",1158.25199999707,"left",16,1,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,FALSE
"18276",3,17,"red","process","words","blue","couch",3888.40100000158,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"couch","cigar","right",1734.29900000012,"left",17,0,TRUE,"remember","remember",1.5,"remember2",0.705882352941177,17,1,FALSE
"18276",3,18,"red","remember","words","red","horn",1799.7090000005,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"sheep","horn","left",1409.38299999619,"right",18,0,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,FALSE
"18276",3,19,"red","process","words","blue","medal",2143.00599999633,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"medal","elephant","right",1370.64500000258,"left",19,0,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,FALSE
"18276",3,20,"red","remember","words","red","house",17395.6130000018,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"worm","house","right",1733.8229999959,"right",20,1,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,FALSE
"18276",3,21,"red","process","words","blue","tower",5679.56199999643,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"lawn","tower","right",2044.4759999977,"right",21,1,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,FALSE
"18276",3,22,"red","process","words","blue","nail",1600.46400000004,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"nail","concert","left",1608.33500000252,"left",22,1,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,FALSE
"18276",3,23,"red","process","words","blue","child",1722.77500000037,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"basement","child","right",1467.29500000156,"right",23,1,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,FALSE
"18276",3,24,"red","remember","words","red","phone",108.736999996006,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"phone","peanut","right",1412.99800000153,"left",24,0,TRUE,"process","process",-2.5,"process3",0.705882352941177,17,1,FALSE
"18276",3,25,"red","remember","words","red","cave",1727.60199999658,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"cave","pillow","right",6724.48499999777,"left",25,0,TRUE,"remember","remember",0.5,"remember1",0.705882352941177,17,1,FALSE
"18276",3,26,"red","remember","words","red","newspaper",3500.22899999842,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"newspaper","skull","left",1133.77399999765,"left",26,1,TRUE,"remember","remember",1.5,"remember2",0.705882352941177,17,1,FALSE
"18276",3,27,"red","remember","words","red","nest",9497.76399999647,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"string","nest","right",1201.23300000094,"right",27,1,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,FALSE
"18276",3,28,"red","process","words","blue","robot",7042.46200000192,"smaller","No","Yes",19.5172155833333,"Yes",NA,NA,0,"robin","robot","right",944.585000001825,"right",28,1,TRUE,"remember","remember",2.5,"remember3",0.705882352941177,17,1,FALSE
"18276",3,29,"red","process","words","blue","nanny",1258.8960000017,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"nanny","opera","left",924.824999996228,"left",29,1,TRUE,"process","process",-0.5,"process1",0.705882352941177,17,1,FALSE
"18276",3,30,"red","process","words","blue","taxi",1058.73299999873,"larger","No","Yes",19.5172155833333,"Yes",NA,NA,0,"elevator","taxi","left",698.429999995977,"right",30,0,TRUE,"process","process",-1.5,"process2",0.705882352941177,17,1,FALSE
"18278",1,1,"blue","process","words","red","doctor",4324.60899999544,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,0.8,25,1,NA
"18278",1,2,"blue","process","words","red","potato",7802.10399999662,"smaller","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.8,25,1,NA
"18278",1,3,"blue","remember","words","blue","cage",5568.451,"larger","No","No",16.616177,"Yes",1,5049.85599999723,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-1.5,"process2",0.8,25,1,NA
"18278",1,4,"blue","remember","words","blue","whale",6423.89299999613,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.8,25,1,NA
"18278",1,5,"blue","remember","words","blue","rabbit",3397.65999999459,"smaller","No","No",16.616177,"Yes",6,11745.1459999979,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",1.5,"remember2",0.8,25,1,NA
"18278",1,6,"blue","remember","words","blue","piano",4304.74499999738,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",2.5,"remember3",0.8,25,1,NA
"18278",1,7,"blue","process","words","red","tire",2436.71199999432,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",2.5,"remember3",0.8,25,1,NA
"18278",1,8,"blue","remember","words","blue","pearl",2288.91599999616,"smaller","No","No",16.616177,"Yes",3,1914.55499999813,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.8,25,1,NA
"18278",1,9,"blue","process","words","red","window",1618.92299999358,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.8,25,1,NA
"18278",1,10,"blue","process","words","red","island",1226.70799999789,"larger","No","No",16.616177,"Yes",2,2416.92200000049,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.8,25,1,NA
"18278",1,11,"blue","remember","words","blue","sheep",1660.06099999923,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-1.5,"process2",0.8,25,1,NA
"18278",1,12,"blue","process","words","red","glove",3464.95099999558,"smaller","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.8,25,1,NA
"18278",1,13,"blue","process","words","red","elevator",3840.73699999816,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.8,25,1,NA
"18278",1,14,"blue","remember","words","blue","shark",1682.94399999778,"larger","No","No",16.616177,"Yes",5,1871.08699999686,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-1.5,"process2",0.8,25,1,NA
"18278",1,15,"blue","remember","words","blue","penny",1055.19699999446,"smaller","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.8,25,1,NA
"18278",1,16,"blue","process","words","red","taxi",1155.15499999994,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",1.5,"remember2",0.8,25,1,NA
"18278",1,17,"blue","process","words","red","casino",1204.30599999416,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.8,25,1,NA
"18278",1,18,"blue","process","words","red","underwear",2396.69199999771,"smaller","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-1.5,"process2",0.8,25,1,NA
"18278",1,19,"blue","process","words","red","cookie",1286.23599999378,"smaller","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-2.5,"process3",0.8,25,1,NA
"18278",1,20,"blue","remember","words","blue","cigar",1108.12299999557,"smaller","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-2.5,"process3",0.8,25,1,NA
"18278",1,21,"blue","remember","words","blue","library",1293.25799999398,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.8,25,1,NA
"18278",1,22,"blue","process","words","red","skull",4896.85499999701,"smaller","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",1.5,"remember2",0.8,25,1,NA
"18278",1,23,"blue","remember","words","blue","whistle",923.832000000722,"smaller","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.8,25,1,NA
"18278",1,24,"blue","remember","words","blue","wolf",1395.35399999854,"larger","No","No",16.616177,"Yes",4,3817.28899999545,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.8,25,1,NA
"18278",1,25,"blue","process","words","red","robot",1371.33100000062,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",1.5,"remember2",0.8,25,1,NA
"18278",1,26,"blue","process","words","red","tunnel",1091.92199999976,"larger","No","No",16.616177,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.8,25,1,NA
