"id","listid","study_position","color_condition","trial_condition","stimulus_condition","presented_color","word1","word2","studyRT","resp","expect_test","use_help","exp_duration","recall_all_q","output_pos1","testRT1","output_pos2","testRT2","acc1","acc2","acc","exclude","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","math_acc","n"
"18455",1,16,"blue","remember","words","blue","nail",NA,1608.60999997682,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.818181818181818,11
"18455",1,17,"blue","remember","words","blue","bike",NA,1191.26799997827,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.818181818181818,11
"18455",1,18,"blue","process","words","red","soldier",NA,7465.15999995905,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.818181818181818,11
"18455",1,19,"blue","process","words","red","tire",NA,1908.68699998508,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.818181818181818,11
"18455",1,20,"blue","remember","words","blue","pill",NA,1011.6919999455,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.818181818181818,11
"18455",1,21,"blue","remember","words","blue","factory",NA,9216.86699994263,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.818181818181818,11
"18455",1,22,"blue","remember","words","blue","brain",NA,2827.0139999903,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.818181818181818,11
"18455",1,23,"blue","remember","words","blue","dice",NA,1379.40699996764,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.818181818181818,11
"18455",1,24,"blue","process","words","red","steak",NA,1582.36800004629,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.818181818181818,11
"18455",1,25,"blue","remember","words","blue","elephant",NA,1325.76499996538,"larger","No","No",18.8536591666673,"Yes",5,2169.33500005351,NA,NA,1,NA,1,FALSE,"process","process",-0.5,"process1",0.818181818181818,11
"18455",1,26,"blue","remember","words","blue","worm",NA,1487.12200000061,"smaller","No","No",18.8536591666673,"Yes",6,1157.23199994664,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.818181818181818,11
"18455",1,27,"blue","remember","words","blue","knife",NA,1596.27600000903,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.818181818181818,11
"18455",1,28,"blue","process","words","red","ocean",NA,2909.8769999537,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.818181818181818,11
"18455",1,29,"blue","remember","words","blue","horse",NA,1698.22100004612,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.818181818181818,11
"18455",1,30,"blue","remember","words","blue","bacon",NA,4873.05100001115,"smaller","No","No",18.8536591666673,"Yes",7,4218.84299996472,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.818181818181818,11
"18455",2,1,"blue","remember","words","blue","school",NA,1639.16699997662,"larger","No","No",18.8536591666673,"Yes",6,3059.40899998718,NA,NA,1,NA,1,FALSE,NA,NA,NA,NA,0.818181818181818,11
"18455",2,2,"blue","remember","words","blue","cookie",NA,1243.15600000869,"smaller","No","No",18.8536591666673,"Yes",8,3737.2029999739,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.818181818181818,11
"18455",2,3,"blue","remember","words","blue","tunnel",NA,1337.79099995107,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.818181818181818,11
"18455",2,4,"blue","remember","words","blue","wolf",NA,1205.48700002918,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.818181818181818,11
"18455",2,5,"blue","process","words","red","ranch",NA,1717.22699999716,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.818181818181818,11
"18455",2,6,"blue","process","words","red","underwear",NA,1761.65300003579,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.818181818181818,11
"18455",2,7,"blue","remember","words","blue","camera",NA,1047.33199994196,"smaller","No","No",18.8536591666673,"Yes",9,2817.89000000712,NA,NA,1,NA,1,FALSE,"process","process",-1.5,"process2",0.818181818181818,11
"18455",2,8,"blue","process","words","red","circus",NA,1165.99800000107,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.818181818181818,11
"18455",2,9,"blue","remember","words","blue","coast",NA,1232.17600003362,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.818181818181818,11
"18455",2,10,"blue","process","words","red","diamond",NA,1204.84600004239,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.818181818181818,11
"18455",2,11,"blue","remember","words","blue","pistol",NA,1284.78399996809,"smaller","No","No",18.8536591666673,"Yes",7,3445.29000003333,NA,NA,1,NA,1,FALSE,"process","process",-0.5,"process1",0.818181818181818,11
"18455",2,12,"blue","remember","words","blue","earth",NA,1036.54299994814,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.818181818181818,11
"18455",2,13,"blue","remember","words","blue","flower",NA,982.495000008959,"smaller","No","No",18.8536591666673,"Yes",2,1639.79800001788,NA,NA,1,NA,1,FALSE,"remember","remember",1.5,"remember2",0.818181818181818,11
"18455",2,14,"blue","remember","words","blue","bush",NA,1339.89599999925,"larger","No","No",18.8536591666673,"Yes",1,4818.61300004041,NA,NA,1,NA,1,FALSE,"remember","remember",2.5,"remember3",0.818181818181818,11
"18455",2,15,"blue","remember","words","blue","nurse",NA,1372.86899999226,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.818181818181818,11
"18455",2,16,"blue","process","words","red","fruit",NA,1176.52800002263,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.818181818181818,11
"18455",2,17,"blue","remember","words","blue","eagle",NA,1361.41099997086,"larger","No","No",18.8536591666673,"Yes",10,2484.02300002845,NA,NA,1,NA,1,FALSE,"process","process",-0.5,"process1",0.818181818181818,11
"18455",2,18,"blue","process","words","red","horn",NA,1374.72200004756,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.818181818181818,11
"18455",2,19,"blue","remember","words","blue","bowl",NA,1161.17999998596,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.818181818181818,11
"18455",2,20,"blue","process","words","red","bride",NA,1105.09800001909,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.818181818181818,11
"18455",2,21,"blue","process","words","red","phone",NA,1571.42299997434,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.818181818181818,11
"18455",2,22,"blue","process","words","red","barn",NA,971.958000038401,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.818181818181818,11
"18455",2,23,"blue","process","words","red","badge",NA,2661.92499999097,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.818181818181818,11
"18455",2,24,"blue","process","words","red","valley",NA,971.609000011114,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.818181818181818,11
"18455",2,25,"blue","process","words","red","palace",NA,1474.55800001859,"larger","No","No",18.8536591666673,"Yes",3,2487.95199998561,NA,NA,1,NA,1,FALSE,"process","process",-2.5,"process3",0.818181818181818,11
"18455",2,26,"blue","remember","words","blue","belt",NA,879.827999953181,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.818181818181818,11
"18455",2,27,"blue","remember","words","blue","empire",NA,3644.21100004145,"larger","No","No",18.8536591666673,"Yes",5,2567.94899999141,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.818181818181818,11
"18455",2,28,"blue","process","words","red","jewelry",NA,926.442999974126,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.818181818181818,11
"18455",2,29,"blue","process","words","red","branch",NA,3819.46499995561,"larger","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.818181818181818,11
"18455",2,30,"blue","process","words","red","cherry",NA,879.000999987125,"smaller","No","No",18.8536591666673,"Yes",NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.818181818181818,11
"18457",1,1,"blue","process","pairs","red","diamond","jungle",4018,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,NA,NA,NA,NA,1,5
"18457",1,2,"blue","process","pairs","red","nail","dessert",2846,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",1,3,"blue","process","pairs","red","opera","pizza",2176,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",1,5
"18457",1,4,"blue","remember","pairs","blue","cage","clown",2277,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",1,5
"18457",1,5,"blue","remember","pairs","blue","waiter","corn",3444,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",1,6,"blue","process","pairs","red","robin","coast",4908.00000000006,"smaller","No","No",24.7327833333333,"No",1,23854,NA,NA,1,0,0.5,FALSE,"remember","remember",1.5,"remember2",1,5
"18457",1,7,"blue","remember","pairs","blue","stairs","wolf",2746,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",1,8,"blue","remember","pairs","blue","pole","worm",8076,"larger","No","No",24.7327833333333,"No",2,4671,NA,NA,1,0,0.5,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",1,9,"blue","process","pairs","red","clinic","doctor",3752,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",1,5
"18457",1,10,"blue","remember","pairs","blue","castle","flower",1839,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",1,11,"blue","remember","pairs","blue","planet","train",2934,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",1,12,"blue","remember","pairs","blue","lamp","bone",11829,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",1,5
"18457",1,13,"blue","process","pairs","red","tent","virus",6912,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",1,5
"18457",1,14,"blue","remember","pairs","blue","tooth","butler",2856,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",1,15,"blue","process","pairs","red","nurse","garden",6886,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",1,16,"blue","process","pairs","red","tire","potato",1909,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",1,17,"blue","remember","pairs","blue","bush","blanket",10737,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",1,5
"18457",1,18,"blue","remember","pairs","blue","wallet","concert",9524,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",1,19,"blue","process","pairs","red","piano","child",7077,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",1,5
"18457",1,20,"blue","remember","pairs","blue","casino","earth",1541,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",1,21,"blue","process","pairs","red","lawyer","jewelry",10583,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",1,22,"blue","process","pairs","red","purse","bride",3114,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",1,23,"blue","remember","pairs","blue","highway","soldier",2191,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",1,5
"18457",1,24,"blue","process","pairs","red","wrist","dog",4614,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",1,25,"blue","remember","pairs","blue","barrel","bucket",2916,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",1,26,"blue","process","pairs","red","window","airplane",3152,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",1,27,"blue","process","pairs","red","chicken","bread",5453,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",1,28,"blue","process","pairs","red","crown","badge",4434,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",1,5
"18457",1,29,"blue","remember","pairs","blue","horse","whistle",1612,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",1,5
"18457",1,30,"blue","remember","pairs","blue","spider","cherry",14179,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",2,1,"blue","process","pairs","red","bedroom","phone",4455,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,NA,NA,NA,NA,1,5
"18457",2,2,"blue","remember","pairs","blue","beach","market",2758,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",2,3,"blue","process","pairs","red","bible","bowl",7516,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",2,4,"blue","remember","pairs","blue","shark","library",2053.00000000012,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",2,5,"blue","remember","pairs","blue","cigar","toast",5113,"smaller","No","No",24.7327833333333,"No",NA,NA,3,2408.00000000023,0,1,0.5,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",2,6,"blue","remember","pairs","blue","underwear","tower",3483,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",1,5
"18457",2,7,"blue","process","pairs","red","knife","dentist",5347,"smaller","No","No",24.7327833333333,"No",2,4372,NA,NA,1,0,0.5,FALSE,"remember","remember",2.5,"remember3",1,5
"18457",2,8,"blue","remember","pairs","blue","pilot","horn",3342,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",2,9,"blue","remember","pairs","blue","cave","circus",5930,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",2,10,"blue","remember","pairs","blue","palace","whale",4150.00000000023,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",1,5
"18457",2,11,"blue","process","pairs","red","ocean","buffalo",6049,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",1,5
"18457",2,12,"blue","process","pairs","red","jeep","school",2230,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",2,13,"blue","process","pairs","red","medal","peanut",4599,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",1,5
"18457",2,14,"blue","remember","pairs","blue","cookie","goose",2286,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",1,5
"18457",2,15,"blue","remember","pairs","blue","tiger","surgeon",7715.00000000023,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",2,16,"blue","process","pairs","red","bike","valley",3314,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",1,5
"18457",2,17,"blue","process","pairs","red","eagle","pumpkin",5053,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",2,18,"blue","process","pairs","red","table","basket",3547,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",1,5
"18457",2,19,"blue","remember","pairs","blue","goat","lawn",1927,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",1,5
"18457",2,20,"blue","process","pairs","red","needle","chair",3472,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",2,21,"blue","process","pairs","red","priest","liver",2209,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",2,22,"blue","process","pairs","red","sandwich","pearl",2367,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",1,5
"18457",2,23,"blue","remember","pairs","blue","chin","cocktail",3444.00000000023,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",1,5
"18457",2,24,"blue","remember","pairs","blue","hammer","basement",3942,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",2,25,"blue","remember","pairs","blue","universe","apple",3316,"larger","No","No",24.7327833333333,"No",6,4474,NA,NA,1,0,0.5,FALSE,"remember","remember",1.5,"remember2",1,5
"18457",2,26,"blue","remember","pairs","blue","shotgun","towel",6072,"smaller","No","No",24.7327833333333,"No",5,5816,NA,NA,1,0,0.5,FALSE,"remember","remember",2.5,"remember3",1,5
"18457",2,27,"blue","process","pairs","red","orange","carpet",4771,"smaller","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",1,5
"18457",2,28,"blue","remember","pairs","blue","elevator","guitar",1850,"larger","No","No",24.7327833333333,"No",NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",1,5
"18457",2,29,"blue","process","pairs","red","nest","glove",8079,"larger","No","No",24.7327833333333,"No",4,2870,NA,NA,1,0,0.5,FALSE,"remember","remember",0.5,"remember1",1,5
"18457",2,30,"blue","process","pairs","red","railroad","monkey",2829,"larger","No","No",24.7327833333333,"No",1,3875,NA,NA,1,0,0.5,FALSE,"process","process",-0.5,"process1",1,5
"18460",1,1,"red","process","words","blue","pizza",NA,2733.73900002653,"smaller","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,NA,NA,NA,NA,0.923076923076923,13
"18460",1,2,"red","remember","words","red","string",NA,4388.99699993563,"smaller","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"process","process",-0.5,"process1",0.923076923076923,13
"18460",1,3,"red","process","words","blue","window",NA,2858.12199976307,"larger","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"remember","remember",0.5,"remember1",0.923076923076923,13
"18460",1,4,"red","remember","words","red","bridge",NA,2196.44499978155,"larger","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"process","process",-0.5,"process1",0.923076923076923,13
"18460",1,5,"red","process","words","blue","diamond",NA,3645.46499987572,"smaller","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"remember","remember",0.5,"remember1",0.923076923076923,13
"18460",1,6,"red","remember","words","red","buffalo",NA,3496.04299975099,"larger","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"process","process",-0.5,"process1",0.923076923076923,13
"18460",1,7,"red","process","words","blue","garden",NA,2535.74999998137,"larger","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"remember","remember",0.5,"remember1",0.923076923076923,13
"18460",1,8,"red","process","words","blue","branch",NA,5188.30499963133,"larger","yes","No",16.6597299166645,"Yes",2,4546.82299990742,NA,NA,1,NA,1,TRUE,"process","process",-0.5,"process1",0.923076923076923,13
"18460",1,9,"red","process","words","blue","fort",NA,1803.59899983014,"larger","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"process","process",-1.5,"process2",0.923076923076923,13
"18460",1,10,"red","remember","words","red","nest",NA,4779.54799977917,"larger","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"process","process",-2.5,"process3",0.923076923076923,13
"18460",1,11,"red","process","words","blue","factory",NA,2479.54099973044,"larger","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"remember","remember",0.5,"remember1",0.923076923076923,13
"18460",1,12,"red","remember","words","red","butler",NA,2085.22299976143,"larger","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"process","process",-0.5,"process1",0.923076923076923,13
"18460",1,13,"red","process","words","blue","pill",NA,1907.31399963537,"smaller","yes","No",16.6597299166645,"Yes",1,4968.08799965121,NA,NA,1,NA,1,TRUE,"remember","remember",0.5,"remember1",0.923076923076923,13
"18460",1,14,"red","remember","words","red","dog",NA,1786.9629997139,"larger","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"process","process",-0.5,"process1",0.923076923076923,13
"18460",1,15,"red","remember","words","red","cloud",NA,2221.16699997988,"larger","yes","No",16.6597299166645,"Yes",3,5812.9259998484,NA,NA,1,NA,1,TRUE,"remember","remember",0.5,"remember1",0.923076923076923,13
"18460",1,16,"red","remember","words","red","monkey",NA,1659.27399975876,"larger","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"remember","remember",1.5,"remember2",0.923076923076923,13
"18460",1,17,"red","process","words","blue","ranch",NA,3169.59699978452,"larger","yes","No",16.6597299166645,"Yes",NA,NA,NA,NA,0,NA,0,TRUE,"remember","remember",2.5,"remember3",0.923076923076923,13
