"id","listid","eq_id","question","answer","duration","expect_test","use_help","cresp"
"178",2,5,"(3 + 3) * 3",18,6398.75100000028,"No","No",18
"178",2,6,"(3 + 3) * 8",48,6274.28599999996,"No","No",48
"178",2,7,"(7 + 13) / 4",5,6377.18200000026,"No","No",5
"178",2,8,"(21 - 9) / 4",3,6687.2350000001,"No","No",3
"177",1,1,"(2 + 3) * 4",20,6091.85999999999,"No","No",20
"177",1,2,"(17 + 23) / 8",5,9016.97999999998,"No","No",5
"177",1,3,"(2 + 2) * 2",8,8607.91999999998,"No","No",8
"177",1,4,"(3 + 9) * 2",24,7657.58000000002,"No","No",24
"177",1,5,"(21 - 9) / 4",3,6851.53999999998,"No","No",3
"177",1,6,"(6 + 6) / 3",4,2232.65999999997,"No","No",4
"177",1,7,"(4 - 3) * 8",8,3631.28000000003,"No","No",8
"177",1,8,"(3 + 3) * 8",48,2957.15999999997,"No","No",48
"177",1,9,"(2 + 2) * 16",64,8295.67999999999,"No","No",64
"177",1,10,"(45 - 23) / 11",NA,3980.03999999998,"No","No",2
"177",2,1,"(2 + 3) * 4",20,4970.56000000006,"No","No",20
"177",2,2,"(1 + 7) * 6",48,4901.90000000002,"No","No",48
"177",2,3,"(2 + 5) * 2",14,4036.88,"No","No",14
"177",2,4,"(23 - 17) / 6",1,8878.16000000003,"No","No",1
"177",2,5,"(5 + 3) / 4",2,3548.23999999999,"No","No",2
"177",2,6,"(19 + 11) / 5",6,5516.92000000004,"No","No",6
"177",2,7,"(8 + 8) / 4",4,2527.12,"No","No",4
"177",2,8,"(21 - 9) / 4",3,6682.85999999999,"No","No",3
"177",2,9,"(4 - 3) * 8",8,2003.69999999995,"No","No",8
"177",2,10,"(2 + 2) * 2",8,5353.57999999996,"No","No",8
"177",2,11,"(12 - 3) / 3",3,2934.90000000002,"No","No",3
"177",2,12,"(3 + 6) / 3",3,4381.12,"No","No",3
"177",2,13,"(7 + 8) * 3",NA,3667.02000000002,"No","No",45
"176",1,1,"(1 + 7) * 6",48,7326.75100000558,"No","No",48
"176",1,2,"(2 + 2) / 2",2,7337.50700001942,"No","No",2
"176",1,3,"(7 + 2) * 8",72,14900.1849999984,"No","No",72
"176",1,4,"(21 + 12) / 11",3,8047.88200008753,"No","No",3
"176",1,5,"(13 + 23) * 2",72,10602.7790000422,"No","No",72
"176",1,6,"(5 + 3) / 4",2,4620.84400002769,"No","No",2
"176",1,7,"(9 - 5) * 4",1,7069.00000007864,"No","No",16
"176",2,1,"(17 + 23) / 8",5,13300.5140000073,"No","No",5
"176",2,2,"(50 - 23) / 9",3,6935.76099999866,"No","No",3
"176",2,3,"(2 + 3) * 4",20,4458.04800008622,"No","No",20
"176",2,4,"(3 + 6) / 3",3,4007.52400009648,"No","No",3
"176",2,5,"(9 + 3) * 2",24,2990.81000005326,"No","No",24
"176",2,6,"(4 + 3) * 4",28,5926.98400002485,"No","No",28
"176",2,7,"(9 - 3) * 3",18,6569.57800004771,"No","No",18
"176",2,8,"(19 + 11) / 5",6,5738.0640001084,"No","No",6
"176",2,9,"(9 - 5) * 4",16,5036.62100003869,"No","No",16
"176",2,10,"(4 + 2) * 9",NA,4919.11900006037,"No","No",54
"175",1,1,"(2 + 5) * 2",14,6163.52199997264,"No","No",14
"175",1,2,"(45 - 23) / 11",2,5787.65200005507,"No","No",2
"175",1,3,"(3 + 3) / 2",3,2416.89799997874,"No","No",3
"175",1,4,"(9 - 5) * 4",16,3349.28800006578,"No","No",16
"175",1,5,"(6 + 6) / 3",4,2371.65899997344,"No","No",4
"175",1,6,"(7 + 8) * 3",39,4607.80500006431,"No","No",45
"175",1,7,"(8 + 8) / 4",4,3075.83099996671,"No","No",4
"175",1,8,"(2 + 2) / 2",2,2797.00499999349,"No","No",2
"175",1,9,"(21 - 9) / 4",3,4238.40599997831,"No","No",3
"175",1,10,"(23 - 17) / 6",1,16230.9460000774,"No","No",1
"175",1,11,"(4 + 3) * 9",63,6528.68100005051,"No","No",63
"175",1,12,"(4 + 2) * 9",NA,2241.9650000559,"No","No",54
"175",2,1,"(8 + 3) * 4",44,3612.30400007218,"No","No",44
"175",2,2,"(2 + 5) * 2",14,2479.8880000565,"No","No",14
"175",2,3,"(1 + 7) * 6",48,2449.6449999786,"No","No",48
"175",2,4,"(17 + 23) / 8",5,3614.02700006065,"No","No",5
"175",2,5,"(2 + 2) * 2",8,2241.94400007033,"No","No",8
"175",2,6,"(45 - 23) / 11",2,3299.81300000229,"No","No",2
"175",2,7,"(2 + 6) * 5",40,2354.07700001763,"No","No",40
"175",2,8,"(6 + 6) / 3",4,2092.14000008174,"No","No",4
"175",2,9,"(21 - 9) / 4",3,3000.13599997852,"No","No",3
"175",2,10,"(5 + 3) / 4",2,2521.45399998908,"No","No",2
"175",2,11,"(2 + 3) * 4",20,3523.17299999075,"No","No",20
"175",2,12,"(3 + 3) * 8",48,3004.30300001858,"No","No",48
"175",2,13,"(2 + 2) * 16",64,4933.63100001134,"No","No",64
"175",2,14,"(3 + 3) * 3",18,3481.2710000776,"No","No",18
"175",2,15,"(7 - 4) * 8",24,8026.30800002709,"No","No",24
"175",2,16,"(4 + 4) * 4",16,3142.80000001937,"No","No",32
"175",2,17,"(8 + 8) / 4",4,2189.84200006723,"No","No",4
"175",2,18,"(4 + 2) * 9",NA,3762.72300005332,"No","No",54
"174",1,1,"(8 + 8) / 4",4,5775.06100001931,"No","No",4
"174",1,2,"(9 - 3) * 3",18,4344.58500001917,"No","No",18
"174",1,3,"(9 + 3) * 2",24,3227.93000007799,"No","No",24
"174",1,4,"(2 + 2) / 2",2,2774.05500001111,"No","No",2
"174",1,5,"(12 - 3) / 3",3,2266.7240000054,"No","No",3
"174",1,6,"(19 - 4) * 5",3,3299.29700002371,"No","No",75
"174",1,7,"(8 + 3) * 4",44,2986.76900003618,"No","No",44
"174",1,8,"(3 + 3) * 8",48,4998.96900002001,"No","No",48
"174",1,9,"(2 + 5) * 2",14,4095.42500005569,"No","No",14
"174",1,10,"(50 - 23) / 9",3,5382.34900007013,"No","No",3
"174",1,11,"(2 + 3) * 4",20,3510.46600005811,"No","No",20
"174",1,12,"(6 + 6) * 6",72,7813.71200004529,"No","No",72
"174",1,13,"(4 + 3) * 4",28,3681.44000010454,"No","No",28
"174",1,14,"(7 + 8) * 3",45,2672.22400007158,"No","No",45
"174",1,15,"(4 + 2) * 9",NA,2956.14000009111,"No","No",54
"174",2,1,"(2 + 2) * 16",64,7580.60500010417,"No","No",64
"174",2,2,"(3 + 3) * 8",48,6019.13900000672,"No","No",48
"174",2,3,"(23 - 17) / 6",1,3739.03400008474,"No","No",1
"174",2,4,"(7 + 8) * 3",45,4526.95400005288,"No","No",45
"174",2,5,"(4 - 3) * 8",8,2787.71400003054,"No","No",8
"174",2,6,"(8 + 8) / 4",64,4911.18200009956,"No","No",4
"174",2,7,"(12 - 3) / 3",4,3196.06900000398,"No","No",3
"174",2,8,"(3 + 6) / 3",4,4806.57400002924,"No","No",3
"174",2,9,"(7 - 4) * 8",24,3959.78700000362,"No","No",24
"174",2,10,"(11 + 23) * 3",102,8402.83700003719,"No","No",102
"174",2,11,"(9 + 3) * 2",24,3982.87000009138,"No","No",24
"174",2,12,"(2 + 2) / 2",NA,5942.30300008017,"No","No",2
"172",1,1,"(7 + 8) * 3",45,5444,"No","No",45
"172",1,2,"(4 + 2) * 9",54,4944,"No","No",54
"172",1,3,"(7 - 4) * 8",24,4280,"No","No",24
"172",1,4,"(7 + 13) / 4",5,2919,"No","No",5
"172",1,5,"(2 + 3) * 4",20,3170.00000000006,"No","No",20
"172",1,6,"(2 + 2) * 2",8,3392,"No","No",8
"172",1,7,"(21 + 12) / 11",3,4636,"No","No",3
"172",1,8,"(8 + 3) * 4",44,3213,"No","No",44
"172",1,9,"(11 + 23) * 3",112,12257,"No","No",102
"172",1,10,"(9 - 5) * 4",16,4055,"No","No",16
"172",1,11,"(17 + 23) / 8",5,5141,"No","No",5
"172",1,12,"(4 - 3) * 8",8,2615,"No","No",8
"172",1,13,"(1 + 7) * 6",NA,3369,"No","No",48
"172",2,1,"(8 + 8) / 4",4,6120.99999999988,"No","No",4
"172",2,2,"(19 + 11) / 5",6,3503,"No","No",6
"172",2,3,"(4 - 3) * 8",8,2191,"No","No",8
"172",2,4,"(7 + 13) / 4",5,3830,"No","No",5
"172",2,5,"(2 + 6) * 5",40,2507.00000000012,"No","No",40
"172",2,6,"(2 + 3) * 4",20,5115,"No","No",20
"172",2,7,"(3 + 9) * 2",24,2967,"No","No",24
"172",2,8,"(4 + 2) * 9",54,4617,"No","No",54
"172",2,9,"(7 - 4) * 8",24,2320,"No","No",24
"172",2,10,"(50 - 23) / 9",3,3044,"No","No",3
"172",2,11,"(7 + 2) * 8",63,6494,"No","No",72
"172",2,12,"(9 - 5) * 4",16,2594,"No","No",16
"172",2,13,"(19 - 4) * 5",75,6611,"No","No",75
"172",2,14,"(11 + 23) * 3",NA,7631,"No","No",102
"171",1,1,"(2 + 2) / 2",2,2545.77100005146,"No","No",2
"171",1,2,"(8 + 8) / 4",4,1788.81700001541,"No","No",4
"171",1,3,"(9 - 5) * 4",16,2284.56500001665,"No","No",16
"171",1,4,"(7 + 13) / 4",5,2074.91800004052,"No","No",5
"171",1,5,"(3 + 3) * 8",24,2560.80100002728,"No","No",48
"171",1,6,"(3 + 6) / 3",3,2256.15599996224,"No","No",3
"171",1,7,"(2 + 3) * 4",20,2775.73200000607,"No","No",20
"171",1,8,"(1 + 7) * 6",48,2591.65599996975,"No","No",48
"171",1,9,"(6 + 6) * 6",72,4314.75899995863,"No","No",72
"171",1,10,"(7 + 2) * 8",72,5274.35200001113,"No","No",72
"171",1,11,"(19 - 4) * 5",75,5554.78999997536,"No","No",75
"171",1,12,"(11 + 23) * 3",102,7922.45399996877,"No","No",102
"171",1,13,"(6 + 6) / 3",4,2244.51199995255,"No","No",4
"171",1,14,"(3 + 3) * 3",18,3502.80100004171,"No","No",18
"171",1,15,"(7 + 8) * 3",45,2874.43600001623,"No","No",45
"171",1,16,"(9 - 3) * 3",18,1773.31000005367,"No","No",18
"171",1,17,"(4 + 2) * 9",54,3688.35899998335,"No","No",54
"171",1,18,"(12 - 3) / 3",3,1982.85500000318,"No","No",3
"171",1,19,"(4 - 3) * 8",NA,1819.70600000606,"No","No",8
"171",2,1,"(1 + 7) * 6",48,4070.02000003227,"No","No",48
"171",2,2,"(45 - 23) / 11",2,3301.61700000975,"No","No",2
"171",2,3,"(50 - 23) / 9",3,5152.73699997214,"No","No",3
"171",2,4,"(2 + 2) * 16",56,5408.3339999764,"No","No",64
"171",2,5,"(4 + 3) * 4",28,2716.92700001656,"No","No",28
"171",2,6,"(19 + 11) / 5",6,2538.58500003058,"No","No",6
"171",2,7,"(6 + 6) / 3",4,1585.63500000932,"No","No",4
"171",2,8,"(23 - 17) / 6",1,3281.13499995589,"No","No",1
"171",2,9,"(7 + 13) / 4",5,1639.81499999494,"No","No",5
"171",2,10,"(21 + 12) / 11",3,2939.82200002472,"No","No",3
"171",2,11,"(21 - 9) / 4",3,3152.10400002089,"No","No",3
"171",2,12,"(3 + 9) * 2",24,2028.66299997992,"No","No",24
"171",2,13,"(9 - 5) * 4",16,2122.74300003925,"No","No",16
"171",2,14,"(7 - 4) * 8",24,1919.28300001763,"No","No",24
"171",2,15,"(2 + 2) / 2",2,2474.3820000441,"No","No",2
"171",2,16,"(9 - 3) * 3",18,2584.16200002271,"No","No",18
"171",2,17,"(4 + 3) * 9",63,3533.8320000401,"No","No",63
"171",2,18,"(3 + 3) / 2",3,3019.63899995119,"No","No",3
"171",2,19,"(3 + 3) * 3",18,2715.79100000206,"No","No",18
"171",2,20,"(11 + 23) * 3",NA,3626.21800000127,"No","No",102
"169",1,1,"(2 + 6) * 5",NA,124.135000015551,"No","No",40
"169",1,2,"(4 + 2) * 9",54,12100.843999995,"No","No",54
"169",1,3,"(5 + 3) / 4",2,9345.56399999867,"No","No",2
"169",1,4,"(19 + 11) / 5",6,8167.21900000272,"No","No",6
"169",1,5,"(21 - 9) / 4",3,12198.3620000229,"No","No",3
"169",1,6,"(2 + 2) * 2",8,4336.12100000383,"No","No",8
"169",1,7,"(4 + 3) * 9",63,8648.6490000122,"No","No",63
"169",1,8,"(4 + 3) * 4",NA,4952.78599999729,"No","No",28
"169",2,1,"(3 + 3) * 3",18,8910.84600000002,"No","No",18
"169",2,2,"(17 + 23) / 8",5,9266.22400000691,"No","No",5
"169",2,3,"(2 + 2) * 2",8,5311.8489999976,"No","No",8
"169",2,4,"(4 + 2) * 9",54,6023.47500001418,"No","No",54
"169",2,5,"(2 + 6) * 5",40,3714.05900001805,"No","No",40
"169",2,6,"(12 - 3) / 3",3,5663.78200001875,"No","No",3
"169",2,7,"(4 + 3) * 4",28,6181.69499999599,"No","No",28
"169",2,8,"(1 + 7) * 6",48,8254.28600001219,"No","No",48
"169",2,9,"(2 + 2) * 16",NA,6503.73000000417,"No","No",64
"170",1,1,"(19 + 11) / 5",6,15390.7330000516,"No","No",6
"170",1,2,"(7 + 2) * 8",72,6470.08999998734,"No","No",72
"170",1,3,"(23 - 17) / 6",4,27883.9080000367,"No","No",1
"170",1,4,"(7 - 4) * 8",24,9376.09900001838,"No","No",24
"170",1,5,"(4 + 2) * 9",NA,813.185999960522,"No","No",54
"170",2,1,"(9 - 5) * 4",16,4818.5080000275,"No","No",16
"170",2,2,"(6 + 6) / 3",4,3745.26799997385,"No","No",4
"170",2,3,"(6 + 6) * 6",72,21904.9209999925,"No","No",72
"170",2,4,"(7 + 8) * 3",45,12940.8230000504,"No","No",45
"170",2,5,"(3 + 3) / 2",3,3879.43499997072,"No","No",3
"170",2,6,"(12 - 3) / 3",3,4551.3620000066,"No","No",3
"170",2,7,"(23 - 17) / 6",NA,8080.00800006511,"No","No",1
"168",1,1,"(2 + 5) * 2",20,2646.18399998656,"No","No",14
"168",1,2,"(7 + 13) / 4",5,2628.81899998957,"No","No",5
"168",1,3,"(4 - 3) * 8",8,3540.33200000064,"No","No",8
"168",1,4,"(7 + 8) * 3",45,2453.57999997647,"No","No",45
"168",1,5,"(17 + 23) / 8",5,4139.89999998873,"No","No",5
"168",1,6,"(13 + 23) * 2",72,6766.77399998403,"No","No",72
"168",1,7,"(9 - 3) * 3",18,2526.80099999203,"No","No",18
"168",1,8,"(9 - 5) * 4",16,2429.38800000196,"No","No",16
"168",1,9,"(3 + 6) / 3",3,2157.93899997993,"No","No",3
"168",1,10,"(5 + 3) / 4",2,2246.03399998651,"No","No",2
"168",1,11,"(6 + 6) * 6",72,6311.24799997552,"No","No",72
"168",1,12,"(4 + 3) * 4",28,3393.71199999057,"No","No",28
"168",1,13,"(23 - 17) / 6",1,4017.96899997583,"No","No",1
"168",1,14,"(21 + 12) / 11",3,2894.70099999104,"No","No",3
"168",1,15,"(2 + 2) * 2",8,2781.35999999131,"No","No",8
"168",1,16,"(2 + 2) / 2",2,2552.95300000149,"No","No",2
"168",1,17,"(45 - 23) / 11",NA,6323.29299998755,"No","No",2
"168",2,1,"(7 - 4) * 8",24,5354.06199998641,"No","No",24
"168",2,2,"(19 - 4) * 5",75,5316.06799998553,"No","No",75
"168",2,3,"(9 + 3) * 2",24,2576.76299999305,"No","No",24
"168",2,4,"(6 + 6) * 6",72,5867.07299997681,"No","No",72
"168",2,5,"(4 + 4) * 4",64,3785.99599998281,"No","No",32
"168",2,6,"(6 + 6) / 3",4,4168.36099997826,"No","No",4
"168",2,7,"(9 - 3) * 3",18,2524.87699999101,"No","No",18
"168",2,8,"(7 + 13) / 4",5,2377.55899997917,"No","No",5
"168",2,9,"(23 - 17) / 6",1,2547.81699998165,"No","No",1
"168",2,10,"(50 - 23) / 9",3,3954.95099997835,"No","No",3
"168",2,11,"(9 - 5) * 4",16,2891.42899998359,"No","No",16
"168",2,12,"(2 + 3) * 4",20,2220.35599997733,"No","No",20
"168",2,13,"(2 + 5) * 2",20,1833.02499998838,"No","No",14
"168",2,14,"(3 + 3) * 3",18,3059.06100000057,"No","No",18
"168",2,15,"(3 + 3) * 8",48,3324.91999998258,"No","No",48
"168",2,16,"(3 + 6) / 3",3,2120.12199998077,"No","No",3
"168",2,17,"(2 + 6) * 5",NA,5839.35999999614,"No","No",40
"166",1,1,"(4 - 3) * 8",8,3833,"No","No",8
"166",1,2,"(9 - 3) * 3",18,4143,"No","No",18
"166",1,3,"(12 - 3) / 3",3,4063,"No","No",3
"166",1,4,"(3 + 6) / 3",3,3304,"No","No",3
"166",1,5,"(4 + 4) * 4",28,4742,"No","No",32
"166",1,6,"(3 + 3) * 3",18,3239,"No","No",18
"166",1,7,"(7 - 4) * 8",24,3392,"No","No",24
"166",1,8,"(2 + 2) / 2",2,2592,"No","No",2
"166",1,9,"(19 - 4) * 5",75,6723.00000000003,"No","No",75
"166",1,10,"(9 - 5) * 4",16,3410,"No","No",16
"166",1,11,"(8 + 8) / 4",4,4681,"No","No",4
"166",1,12,"(13 + 23) * 2",72,6061,"No","No",72
"166",1,13,"(4 + 2) * 9",54,3755,"No","No",54
"166",1,14,"(19 + 11) / 5",6,4506,"No","No",6
"166",1,15,"(2 + 2) * 2",NA,1900,"No","No",8
"166",2,1,"(21 + 12) / 11",3,6702,"No","No",3
"166",2,2,"(8 + 8) / 4",4,2364,"No","No",4
"166",2,3,"(1 + 7) * 6",48,3245,"No","No",48
"166",2,4,"(7 + 13) / 4",5,2701,"No","No",5
"166",2,5,"(2 + 2) * 16",64,6467,"No","No",64
"166",2,6,"(4 + 3) * 4",28,4070,"No","No",28
"166",2,7,"(3 + 3) * 3",18,3800,"No","No",18
"166",2,8,"(9 + 3) * 2",24,2837,"No","No",24
"166",2,9,"(17 + 23) / 8",5,4102,"No","No",5
"166",2,10,"(11 + 23) * 3",102,9979,"No","No",102
"166",2,11,"(3 + 3) * 8",48,3352,"No","No",48
"166",2,12,"(12 - 3) / 3",3,2911.00000000012,"No","No",3
"166",2,13,"(8 + 3) * 4",44,3385,"No","No",44
"166",2,14,"(4 + 4) * 4",32,4361,"No","No",32
"166",2,15,"(19 - 4) * 5",NA,407,"No","No",75
"165",1,1,"(7 - 4) * 8",24,2533.97500001171,"yes","No",24
"165",1,2,"(2 + 3) * 4",20,6229.40400002044,"yes","No",20
"165",1,3,"(6 + 6) * 6",72,8739.16900001894,"yes","No",72
"165",1,4,"(19 - 4) * 5",65,16484.0660000216,"yes","No",75
"165",1,5,"(1 + 7) * 6",64,7004.68200001208,"yes","No",48
"165",1,6,"(2 + 5) * 2",20,2164.55500001227,"yes","No",14
"165",1,7,"(45 - 23) / 11",2,3057.64000000677,"yes","No",2
"165",1,8,"(4 + 2) * 9",64,3909.84500001901,"yes","No",54
"165",1,9,"(21 + 12) / 11",4,7066.10900000622,"yes","No",3
"165",1,10,"(13 + 23) * 2",NA,2678.18500001496,"yes","No",72
"165",2,1,"(21 - 9) / 4",3,21367.324000001,"yes","No",3
"165",2,2,"(19 - 4) * 5",45,2856.48800001293,"yes","No",75
"165",2,3,"(1 + 7) * 6",48,8047.93100002233,"yes","No",48
"165",2,4,"(8 + 3) * 4",44,3287.32200002123,"yes","No",44
"165",2,5,"(5 + 3) / 4",2,2827.35900001833,"yes","No",2
"165",2,6,"(23 - 17) / 6",1,2871.35800002713,"yes","No",1
"165",2,7,"(2 + 3) * 4",20,2195.06999999855,"yes","No",20
"165",2,8,"(50 - 23) / 9",3,2495.82200000435,"yes","No",3
"165",2,9,"(11 + 23) * 3",124,10286.1410000242,"yes","No",102
"165",2,10,"(3 + 3) * 3",18,3601.76600001822,"yes","No",18
"165",2,11,"(7 - 4) * 8",NA,19.4910000235541,"yes","No",24
"163",1,1,"(8 + 3) * 4",44,6444.36600000685,"No","No",44
"163",1,2,"(19 - 4) * 5",75,5896.81600000098,"No","No",75
