"id","listid","study_position","color_condition","trial_condition","stimulus_condition","presented_color","word1","studyRT","resp","expect_test","use_help","exp_duration","recall_all_q","output_pos1","testRT1","recall_acc","tested_word_left","tested_word_right","recog_response","recogRT","old_pos","recog_pos","recog_acc","exclude","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","math_acc","n"
"18212",3,3,"red","remember","words","red","lamp",836.232999881264,"smaller","No","No",14.8754064166647,"Yes",NA,NA,0,"dice","lamp","right",1137.64699995704,"right",9,1,FALSE,"remember","remember",1.5,"remember2",0.928571428571429,42
"18212",3,4,"red","process","words","blue","lawn",839.368999984232,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"flower","lawn","right",1101.43099996867,"right",17,1,FALSE,"remember","remember",2.5,"remember3",0.928571428571429,42
"18212",3,5,"red","process","words","blue","jungle",2667.72000000114,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"bike","jungle","right",1220.176999936,"right",30,1,FALSE,"process","process",-0.5,"process1",0.928571428571429,42
"18212",3,6,"red","process","words","blue","table",1742.76699997112,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"table","cave","left",2428.46899988921,"left",15,1,FALSE,"process","process",-1.5,"process2",0.928571428571429,42
"18212",3,7,"red","remember","words","red","empire",3126.4390000141,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"chair","empire","right",1627.64500008721,"right",5,1,FALSE,"process","process",-2.5,"process3",0.928571428571429,42
"18212",3,8,"red","remember","words","red","surgeon",1591.00099996547,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"tiger","surgeon","left",1614.52199997602,"right",25,0,FALSE,"remember","remember",0.5,"remember1",0.928571428571429,42
"18212",3,9,"red","process","words","blue","pumpkin",3040.17699995497,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"pumpkin","virus","left",1290.52299999178,"left",14,1,FALSE,"remember","remember",1.5,"remember2",0.928571428571429,42
"18212",3,10,"red","process","words","blue","bucket",1052.7739999959,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"bucket","cage","left",715.490000020713,"left",7,1,FALSE,"process","process",-0.5,"process1",0.928571428571429,42
"18212",3,11,"red","process","words","blue","devil",1159.17899996054,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"devil","dentist","right",740.039999884553,"left",19,0,FALSE,"process","process",-1.5,"process2",0.928571428571429,42
"18212",3,12,"red","remember","words","red","goose",749.222999886726,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"knee","goose","right",1417.59599994356,"right",21,1,FALSE,"process","process",-2.5,"process3",0.928571428571429,42
"18212",3,13,"red","process","words","blue","robin",1039.71999993839,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"wallet","robin","right",936.714000009233,"right",29,1,FALSE,"remember","remember",0.5,"remember1",0.928571428571429,42
"18212",3,14,"red","process","words","blue","ocean",1190.30799992837,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"sheep","ocean","right",1589.51800009748,"right",27,1,FALSE,"process","process",-0.5,"process1",0.928571428571429,42
"18212",3,15,"red","remember","words","red","sink",1706.44499994908,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"sink","bride","left",1293.07599998172,"left",13,1,FALSE,"process","process",-1.5,"process2",0.928571428571429,42
"18212",3,16,"red","process","words","blue","hammer",674.024999963935,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"hammer","whale","left",1270.6680000932,"left",23,1,FALSE,"remember","remember",0.5,"remember1",0.928571428571429,42
"18212",3,17,"red","remember","words","red","tank",962.254000047105,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"tank","brick","left",808.248000053456,"left",3,1,FALSE,"process","process",-0.5,"process1",0.928571428571429,42
"18212",3,18,"red","process","words","blue","rabbit",2829.72699995118,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"goat","rabbit","left",2349.33699999936,"right",8,0,FALSE,"remember","remember",0.5,"remember1",0.928571428571429,42
"18212",3,19,"red","process","words","blue","valley",985.481999887852,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"valley","nest","left",937.862000078778,"left",10,1,FALSE,"process","process",-0.5,"process1",0.928571428571429,42
"18212",3,20,"red","process","words","blue","horse",1130.94099991361,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"bread","horse","left",1196.52299992566,"right",24,0,FALSE,"process","process",-1.5,"process2",0.928571428571429,42
"18212",3,21,"red","remember","words","red","tent",628.78099991288,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"skull","tent","right",1088.8879999615,"right",22,1,FALSE,"process","process",-2.5,"process3",0.928571428571429,42
"18212",3,22,"red","process","words","blue","knife",962.398000010988,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"knife","potato","left",772.295999919064,"left",6,1,FALSE,"remember","remember",0.5,"remember1",0.928571428571429,42
"18212",3,23,"red","remember","words","red","garden",2768.13500002504,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"garden","liver","left",2274.71899992425,"left",4,1,FALSE,"process","process",-0.5,"process1",0.928571428571429,42
"18212",3,24,"red","process","words","blue","factory",1612.06700003939,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"factory","turtle","left",733.884999926784,"left",11,1,FALSE,"remember","remember",0.5,"remember1",0.928571428571429,42
"18212",3,25,"red","process","words","blue","shark",1442.47500000626,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"coast","shark","right",3840.56699993927,"right",1,1,FALSE,"process","process",-0.5,"process1",0.928571428571429,42
"18212",3,26,"red","remember","words","red","lawyer",1256.29299992882,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"earth","lawyer","right",896.07699991588,"right",12,1,FALSE,"process","process",-1.5,"process2",0.928571428571429,42
"18212",3,27,"red","remember","words","red","diamond",669.292000040761,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"costume","diamond","right",3498.68699998013,"right",26,1,FALSE,"remember","remember",0.5,"remember1",0.928571428571429,42
"18212",3,28,"red","remember","words","red","island",815.439000102109,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"island","tunnel","left",973.805999943172,"left",18,1,FALSE,"remember","remember",1.5,"remember2",0.928571428571429,42
"18212",3,29,"red","remember","words","red","bowl",2477.26099994429,"larger","No","No",14.8754064166647,"Yes",NA,NA,0,"bowl","purse","left",1377.15399996436,"left",28,1,FALSE,"remember","remember",2.5,"remember3",0.928571428571429,42
"18212",3,30,"red","remember","words","red","toast",874.021000031498,"smaller","No","No",14.8754064166647,"Yes",NA,NA,0,"toast","train","left",908.33999993524,"left",2,1,FALSE,"remember","remember",2.5,"remember3",0.928571428571429,42
"18214",1,1,"blue","remember","words","blue","string",27539.5819999891,"smaller","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,0.875,16
"18214",1,2,"blue","remember","words","blue","lion",3891.93699999945,"larger","No","No",23.2784092499998,"Yes",1,5073.94600000139,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.875,16
"18214",1,3,"blue","process","words","red","horse",4881.74399999809,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",1.5,"remember2",0.875,16
"18214",1,4,"blue","process","words","red","burger",9120.63699999341,"smaller","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.875,16
"18214",1,5,"blue","process","words","red","flower",7380.71999999954,"smaller","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-1.5,"process2",0.875,16
"18214",1,6,"blue","process","words","red","shotgun",82128.9429999981,"smaller","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-2.5,"process3",0.875,16
"18214",1,7,"blue","process","words","red","cloud",5207.4890000009,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-2.5,"process3",0.875,16
"18214",1,8,"blue","process","words","red","barn",4888.39999999414,"larger","No","No",23.2784092499998,"Yes",6,4442.00999999093,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-2.5,"process3",0.875,16
"18214",1,9,"blue","remember","words","blue","cave",3928.45699999842,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-2.5,"process3",0.875,16
"18214",1,10,"blue","process","words","red","tower",5332.27599999495,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.875,16
"18214",1,11,"blue","remember","words","blue","bedroom",1991.51399999991,"larger","No","No",23.2784092499998,"Yes",5,5534.76899998903,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.875,16
"18214",1,12,"blue","process","words","red","jungle",5413.26199999207,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.875,16
"18214",1,13,"blue","remember","words","blue","pumpkin",13442.2309999958,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.875,16
"18214",1,14,"blue","remember","words","blue","sweater",7400.48900000192,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.875,16
"18214",1,15,"blue","remember","words","blue","bone",6524.96899999335,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",1.5,"remember2",0.875,16
"18214",1,16,"blue","process","words","red","pistol",4902.28400000022,"smaller","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",2.5,"remember3",0.875,16
"18214",1,17,"blue","process","words","red","bride",2948.54099999857,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.875,16
"18214",1,18,"blue","process","words","red","lamp",22002.3829999954,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-1.5,"process2",0.875,16
"18214",1,19,"blue","remember","words","blue","knee",4845.56899998925,"smaller","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-2.5,"process3",0.875,16
"18214",1,20,"blue","process","words","red","chicken",18483.3699999912,"smaller","No","No",23.2784092499998,"Yes",3,6182.47499999183,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.875,16
"18214",1,21,"blue","remember","words","blue","child",2503.28800000279,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.875,16
"18214",1,22,"blue","remember","words","blue","valley",6231.57999999396,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.875,16
"18214",1,23,"blue","process","words","red","tank",2752.44499999273,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",1.5,"remember2",0.875,16
"18214",1,24,"blue","remember","words","blue","goose",6851.95299998892,"larger","No","No",23.2784092499998,"Yes",4,3093.2060000021,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.875,16
"18214",1,25,"blue","remember","words","blue","soda",1828.66299999104,"smaller","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.875,16
"18214",1,26,"blue","process","words","red","earth",24491.7399999927,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",1.5,"remember2",0.875,16
"18214",1,27,"blue","process","words","red","brick",1727.8759999919,"smaller","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-0.5,"process1",0.875,16
"18214",1,28,"blue","remember","words","blue","dentist",2120.09200000099,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"process","process",-1.5,"process2",0.875,16
"18214",1,29,"blue","remember","words","blue","needle",4286.94799999293,"smaller","No","No",23.2784092499998,"Yes",2,3614.30200000247,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.875,16
"18214",1,30,"blue","remember","words","blue","lemon",1761.75900000072,"smaller","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",1.5,"remember2",0.875,16
"18214",2,1,"blue","remember","words","blue","tunnel",3106.41999999085,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,0.875,16
"18214",2,2,"blue","remember","words","blue","ranch",5660.35699999507,"smaller","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",0.5,"remember1",0.875,16
"18214",2,3,"blue","remember","words","blue","robin",2143.27999999223,"larger","No","No",23.2784092499998,"Yes",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",1.5,"remember2",0.875,16
"18214",2,4,"blue","remember","words","blue","bush",1220.03299998969,"larger","No","No",23.2784092499998,"Yes",1,6948.16800000262,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"remember","remember",2.5,"remember3",0.875,16
