"id","study_position","color_condition","trial_condition","stimulus_condition","presented_color","test_first","word1","studyRT","resp","use_help","testid","test_color","output_pos1","abs_output_position","testRT","acc","strict_acc","color_intrusions"
"19093",15,"red","remember",NA,"red","red","banana",864.196999903332,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19093",16,"red","process",NA,"blue","red","sandwich",905.025999962032,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19093",17,"red","process",NA,"blue","red","glove",701.053999941927,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19093",18,"red","remember",NA,"red","red","bread",835.934999983569,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19093",19,"red","remember",NA,"red","red","ranch",1056.74499994065,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19093",20,"red","process",NA,"blue","red","heart",889.503999956491,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19093",21,"red","process",NA,"blue","red","elevator",1060.4629999826,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19093",22,"red","remember",NA,"red","red","robot",1027.88299992163,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19093",23,"red","process",NA,"blue","red","passport",921.24899993783,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19093",24,"red","process",NA,"blue","red","hammer",776.10199999054,"smaller","No",1,"red",3,3,4655.91499992445,1,0,1
"19093",25,"red","process",NA,"blue","red","castle",1066.05299994687,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19093",26,"red","remember",NA,"red","red","lamp",1236.38799997384,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19093",27,"red","process",NA,"blue","red","tooth",795.271999906006,"smaller","No",1,"red",1,1,5134.67999999554,1,0,1
"19093",28,"red","remember",NA,"red","red","highway",920.612000003617,"larger","No",1,"red",2,2,7132.56100001023,1,1,0
"19093",29,"red","process",NA,"blue","red","spider",681.005000005127,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19093",30,"red","remember",NA,"red","red","shotgun",739.922999931936,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19092",1,"blue","process",NA,"red","blue","universe",2633.84800000015,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",2,"blue","remember",NA,"blue","blue","robot",2353.35299999898,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",3,"blue","process",NA,"red","blue","tire",3006.86000000011,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",4,"blue","process",NA,"red","blue","pillow",2535.47699999966,"larger","No",2,"red",2,9,5087.94200000039,1,1,0
"19092",5,"blue","remember",NA,"blue","blue","bride",2092.48399999921,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",6,"blue","remember",NA,"blue","blue","lawyer",2261.55399999971,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",7,"blue","process",NA,"red","blue","apple",1528.0229999993,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19092",8,"blue","process",NA,"red","blue","cave",1935.37599999907,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",9,"blue","remember",NA,"blue","blue","fruit",1516.03999999943,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19092",10,"blue","process",NA,"red","blue","window",1241.0569999999,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",11,"blue","remember",NA,"blue","blue","knee",1915.99299999991,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19092",12,"blue","process",NA,"red","blue","train",1478.6459999998,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",13,"blue","remember",NA,"blue","blue","virus",1605.43099999901,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19092",14,"blue","remember",NA,"blue","blue","sink",1133.39099999922,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",15,"blue","process",NA,"red","blue","dog",1600.01200000003,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",16,"blue","remember",NA,"blue","blue","cabin",2743.33700000016,"larger","No",2,"red",1,8,2865.48700000031,1,0,1
"19092",17,"blue","process",NA,"red","blue","wallet",1188.32999999977,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19092",18,"blue","remember",NA,"blue","blue","pole",1915.50199999986,"larger","No",1,"blue",5,5,6535.96099999937,1,1,0
"19092",19,"blue","remember",NA,"blue","blue","shotgun",1516.64899999958,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",20,"blue","remember",NA,"blue","blue","camera",1498.05200000003,"smaller","No",1,"blue",1,1,2692.09499999988,1,1,0
"19092",21,"blue","remember",NA,"blue","blue","curtain",1445.03000000032,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",22,"blue","remember",NA,"blue","blue","shark",1063.64400000038,"larger","No",1,"blue",2,2,1952.20399999988,1,1,0
"19092",23,"blue","process",NA,"red","blue","boot",1407.94900000014,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19092",24,"blue","process",NA,"red","blue","goose",3352.18799999959,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",25,"blue","process",NA,"red","blue","carpet",1304.98600000024,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",26,"blue","remember",NA,"blue","blue","tower",1005.00900000051,"larger","No",1,"blue",3,3,2946.91300000041,1,1,0
"19092",27,"blue","process",NA,"red","blue","frog",784.081999999733,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19092",28,"blue","remember",NA,"blue","blue","statue",1308.90500000017,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19092",29,"blue","process",NA,"red","blue","rabbit",1138.4779999996,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19092",30,"blue","process",NA,"red","blue","banana",850.342999999906,"smaller","No",2,"red",3,10,10329.2709999996,1,1,0
"19091",1,"blue","process",NA,"red","blue","bucket",2545.77299999885,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19091",2,"blue","process",NA,"red","blue","lawyer",2999.96700000191,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19091",3,"blue","process",NA,"red","blue","lion",2602.38300000229,"larger","No",2,"red",2,7,3729.64900000178,1,1,0
"19091",4,"blue","remember",NA,"blue","blue","bush",1837.95200000179,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19091",5,"blue","remember",NA,"blue","blue","horse",2473.73199999894,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19091",6,"blue","remember",NA,"blue","blue","tank",3159.90700000222,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19091",7,"blue","process",NA,"red","blue","frog",2593.56000000177,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19091",8,"blue","process",NA,"red","blue","surgeon",2658.9529999989,"larger","No",2,"red",3,8,4687.64100000198,1,1,0
"19091",9,"blue","remember",NA,"blue","blue","pole",3462.10600000134,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19091",10,"blue","process",NA,"red","blue","piano",1785.4770000008,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19091",11,"blue","process",NA,"red","blue","basket",2269.55700000111,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19091",12,"blue","remember",NA,"blue","blue","cookie",2087.97999999986,"smaller","No",1,"blue",2,2,2857.92400000175,1,1,0
"19091",13,"blue","remember",NA,"blue","blue","underwear",3259.54499999972,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19091",14,"blue","remember",NA,"blue","blue","garden",2716.51600000082,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19091",15,"blue","process",NA,"red","blue","tiger",1940.88300000029,"larger","No",2,"red",1,6,3623.82099999877,1,1,0
"19091",16,"blue","process",NA,"red","blue","opera",2306.43700000193,"larger","No",2,"red",4,9,5817.07999999897,1,1,0
"19091",17,"blue","remember",NA,"blue","blue","waiter",2064.51599999904,"larger","No",NA,NA,NA,NA,NA,0,0,0
"19091",18,"blue","process",NA,"red","blue","soda",2230.974000002,"smaller","No",NA,NA,NA,NA,NA,0,0,0
"19091",19,"blue","remember",NA,"blue","blue","pill",1877.20199999993,"smaller","No",1,"blue",1,1,3690.8020000009,1,1,0
