"id","listid","study_position","word1","studyRT","resp"
17637,1,17,"piano",1802.85999999999,"larger"
17637,1,18,"cabin",1703.08000000002,"larger"
17637,1,19,"barn",2953.32000000001,"larger"
17637,1,20,"barrel",1935.94,"larger"
17637,1,21,"needle",1780.20000000001,"smaller"
17637,1,22,"priest",1915.06,"larger"
17637,1,23,"phone",1590.64000000001,"smaller"
17637,1,24,"potato",1394.52000000002,"smaller"
17637,1,25,"orange",1694.76000000001,"smaller"
17637,1,26,"concert",1774.59999999998,"larger"
17637,1,27,"horn",1739.17999999999,"smaller"
17637,1,28,"railroad",1283.44,"larger"
17637,1,29,"house",981.320000000007,"larger"
17637,1,30,"coast",1011.84000000003,"larger"
17637,2,1,"brick",3520.73999999999,"smaller"
17637,2,2,"library",1999.76000000001,"larger"
17637,2,3,"circus",2294,"larger"
17637,2,4,"knee",4132.26000000001,"smaller"
17637,2,5,"curtain",1886.26000000001,"larger"
17637,2,6,"clown",1530.16000000003,"larger"
17637,2,7,"doctor",1839.07999999996,"larger"
17637,2,8,"valley",1158.95999999996,"larger"
17637,2,9,"fort",1551.47999999998,"larger"
17637,2,10,"palace",5951.69999999995,"larger"
17637,2,11,"church",3249.12,"larger"
17637,2,12,"cocktail",3043.42000000004,"smaller"
17637,2,13,"monkey",1398.40000000002,"larger"
17637,2,14,"soda",2338.59999999998,"smaller"
17637,2,15,"factory",1643.54000000004,"larger"
17637,2,16,"sandwich",4146.73999999999,"smaller"
17637,2,17,"lemon",1306.16000000003,"smaller"
17637,2,18,"bone",4345.66000000003,"larger"
17637,2,19,"heart",3617.97999999998,"smaller"
17637,2,20,"cigar",4295.59999999998,"smaller"
17637,2,21,"pearl",1430.66000000003,"smaller"
17637,2,22,"robin",1604.52000000002,"smaller"
17637,2,23,"costume",2126.73999999999,"larger"
17637,2,24,"nurse",1255.68000000005,"larger"
17637,2,25,"opera",1033.85999999999,"larger"
17637,2,26,"soldier",966.760000000009,"larger"
17637,2,27,"chair",763.260000000009,"larger"
17637,2,28,"pistol",1822.45999999996,"smaller"
17637,2,29,"lion",1300.02000000002,"larger"
17637,2,30,"pipe",1544.23999999999,"larger"
17637,3,1,"lamp",2784,"smaller"
17637,3,2,"boot",4574.93999999994,"smaller"
17637,3,3,"newspaper",3052.95999999996,"larger"
17637,3,4,"castle",3953.23999999999,"larger"
17637,3,5,"goat",3109.57999999996,"larger"
17637,3,6,"guitar",3146.85999999999,"larger"
17637,3,7,"toast",2088.14000000001,"smaller"
17637,3,8,"whale",2643.07999999996,"larger"
17637,3,9,"bowl",3646.33999999997,"larger"
17637,3,10,"bush",1885.33999999997,"larger"
17637,3,11,"butler",2280.21999999997,"larger"
17637,3,12,"ocean",1556.12,"larger"
17637,3,13,"chin",1831.35999999999,"smaller"
17637,3,14,"planet",901.260000000009,"larger"
17637,3,15,"tank",1078.07999999996,"larger"
17637,3,16,"knife",1397.97999999998,"smaller"
17637,3,17,"taxi",916.180000000051,"larger"
17637,3,18,"carpet",1045.42000000004,"larger"
17637,3,19,"child",882.579999999958,"larger"
17637,3,20,"nest",1777.45999999996,"smaller"
17637,3,21,"wallet",1477,"smaller"
17637,3,22,"camera",1194.57999999996,"smaller"
17637,3,23,"liver",1428.07999999996,"smaller"
17637,3,24,"string",2101,"larger"
17637,3,25,"stairs",1108.23999999999,"larger"
17637,3,26,"tent",1098.43999999994,"larger"
17637,3,27,"belt",1589.64000000001,"larger"
17637,3,28,"shark",1378.52000000002,"larger"
17637,3,29,"sheep",960.400000000023,"larger"
17637,3,30,"satellite",1085.58000000007,"larger"
17638,1,1,"church",3204,"larger"
17638,1,2,"house",4118,"larger"
17638,1,3,"dragon",1717.00000000003,"larger"
17638,1,4,"peanut",1584,"smaller"
