"id","listid","study_position","color_condition","trial_condition","presented_color","word1","studyRT","resp","expect_test","use_help","recall_all_q","output_pos1","testRT","acc","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","X","larger_p","sizeRT","size_group","lp_prioritem1","lp_prioritem","sizeg_prioritem1","sizeg_prioritem","size_diff"
"19110",3,1,"blue","remember","blue","sandwich",776.086000021896,"larger","No","No","No",NA,NA,0,NA,NA,NA,NA,139,"0.06",1639.62199984863,"0",NA,NA,"2","2",-2
"19110",3,2,"blue","process","red","dentist",885.233000009204,"larger","No","No","No",7,3405.54800000426,1,"remember","remember",0.5,"remember1",57,"0.97",1460,"2","0.06","0.06","0","0",2
"19110",3,3,"blue","process","red","blanket",664.31500000786,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",15,"0.87",1528.93300001844,"2","0.97","0.97","2","2",0
"19110",3,4,"blue","process","red","bowl",696.333000007784,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",18,"0.17",1661.06599995529,"0","0.87","0.87","2","2",-2
"19110",3,5,"blue","remember","blue","waiter",2091.94400001585,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",173,"0.94",1411.74150000044,"2","0.17","0.17","0","0",2
"19110",3,6,"blue","process","red","cookie",1023.49200000288,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",51,"0.06",1541,"0","0.94","0.94","2","2",-2
"19110",3,7,"blue","process","red","bucket",1338.15900001908,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",25,"0.7",1703.95299999288,"1","0.06","0.06","0","0",1
"19110",3,8,"blue","remember","blue","bread",2262.72500001162,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",21,"0.28",1634.0530000013,"1","0.7","0.7","1","1",0
"19110",3,9,"blue","process","red","string",629.067000020528,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",153,"0.04",1542.09399999969,"0","0.28","0.28","1","1",-1
"19110",3,10,"blue","process","red","dice",710.448000016389,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",61,"0.01",1301.50900000005,"0","0.04","0.04","0","0",0
"19110",3,11,"blue","process","red","surgeon",780.628000019933,"larger","No","No","No",8,1259.95200002193,1,"process","process",-1.5,"process2",154,"0.98",1621.28500001953,"2","0.01","0.01","0","0",2
"19110",3,12,"blue","remember","blue","knee",903.81899999897,"smaller","No","No","No",NA,NA,0,"process","process",-2.5,"process3",93,"0.18",1648.09700007923,"0","0.98","0.98","2","2",-2
"19110",3,13,"blue","process","red","casino",744.186000006972,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",34,"0.99",1465.81299993953,"2","0.18","0.18","0","0",2
"19110",3,14,"blue","remember","blue","airplane",684.700000008685,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",1,"0.94",1408.10800000065,"2","0.99","0.99","2","2",0
"19110",3,15,"blue","remember","blue","apple",421.677000014111,"smaller","No","No","No",3,1099.88400000357,1,"remember","remember",0.5,"remember1",2,"0.05",1478.68200000431,"0","0.94","0.94","2","2",-2
"19110",3,16,"blue","process","red","table",1304.85000001139,"larger","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",156,"0.94",1478.23850001189,"2","0.05","0.05","0","0",2
"19110",3,17,"blue","remember","blue","guitar",889.680000009714,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",81,"0.92",1515.57199999949,"2","0.94","0.94","2","2",0
"19110",3,18,"blue","process","red","virus",907.622000001604,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",172,"0.13",1522.9034999996,"0","0.92","0.92","2","2",-2
"19110",3,19,"blue","process","red","penny",885.056000004523,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",119,"0.07",1438.30700000236,"0","0.13","0.13","0","0",0
"19110",3,20,"blue","process","red","branch",1169.58100002119,"larger","No","No","No",NA,NA,0,"process","process",-1.5,"process2",20,"0.54",2299.08099987504,"1","0.07","0.07","0","0",1
"19110",3,21,"blue","remember","blue","corn",1545.27200001501,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",52,"0.04",1658.43100017403,"0","0.54","0.54","1","1",-1
"19110",3,22,"blue","process","red","curtain",755.523000018322,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",56,"0.91",1399.05999995722,"2","0.04","0.04","0","0",2
"19110",3,23,"blue","remember","blue","pipe",1025.37399999506,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",125,"0.34",1750.15300000925,"1","0.91","0.91","2","2",-1
"19110",3,24,"blue","remember","blue","cherry",1112.09600001981,"smaller","No","No","No",10,2704.74800001364,1,"remember","remember",0.5,"remember1",38,"0.03",1450.30199993681,"0","0.34","0.34","1","1",-1
"19110",3,25,"blue","process","red","lemon",1285.8880000182,"larger","No","No","No",5,1140.95600001165,1,"remember","remember",1.5,"remember2",98,"0.04",1335.63599959103,"0","0.03","0.03","0","0",0
"19110",3,26,"blue","remember","blue","devil",656.417000014801,"larger","No","No","No",4,1164.50700001779,1,"process","process",-0.5,"process1",59,"0.89",1617.07800001028,"2","0.04","0.04","0","0",2
"19110",3,27,"blue","remember","blue","hammer",1012.92500001378,"smaller","No","No","No",9,4711.46600001573,1,"remember","remember",0.5,"remember1",82,"0.24",1560.7815000547,"1","0.89","0.89","2","2",-1
"19110",3,28,"blue","remember","blue","pole",1052.78900001384,"smaller","No","No","No",6,2974.78700000106,1,"remember","remember",1.5,"remember2",129,"0.73",1993.16800000006,"1","0.24","0.24","1","1",0
"19110",3,29,"blue","remember","blue","elevator",872.709000002942,"larger","No","No","No",2,1362.64100000961,1,"remember","remember",2.5,"remember3",68,"0.99",1494.99999999994,"2","0.73","0.73","1","1",1
"19110",3,30,"blue","remember","blue","circus",1953.04000001831,"larger","No","No","No",1,2122.5520000027,1,"remember","remember",2.5,"remember3",44,"0.96",1324.48199996236,"2","0.99","0.99","2","2",0
"19111",1,1,"blue","remember","blue","nanny",5146.00900000158,"larger","No","No","No",2,2583.30000000173,1,NA,NA,NA,NA,107,"0.97",1486.07750004,"2",NA,NA,"2","2",0
"19111",1,2,"blue","remember","blue","guitar",3144.8219999994,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",81,"0.92",1515.57199999949,"2","0.97","0.97","2","2",0
"19111",1,3,"blue","remember","blue","house",2024.41100000098,"larger","No","No","No",5,1370.24900000199,1,"remember","remember",1.5,"remember2",88,"0.98",1297.97400001081,"2","0.92","0.92","2","2",0
"19111",1,4,"blue","process","red","wolf",1500.44900000273,"smaller","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",178,"0.97",1540.21100003508,"2","0.98","0.98","2","2",0
"19111",1,5,"blue","remember","blue","brick",1853.13900000115,"smaller","No","No","No",4,1360.8300000017,1,"process","process",-0.5,"process1",22,"0.07",1621.62900002615,"0","0.97","0.97","2","2",-2
"19111",1,6,"blue","remember","blue","mouse",2320.18300000056,"smaller","No","No","No",3,1351.4289999982,1,"remember","remember",0.5,"remember1",105,"0.1",1710.01699999984,"0","0.07","0.07","0","0",0
"19111",1,7,"blue","process","red","beach",3480.54500000327,"larger","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",10,"0.94",1510.96449998506,"2","0.1","0.1","0","0",2
"19111",1,8,"blue","process","red","bush",7530.51000000093,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",28,"0.87",1690.481999999,"2","0.94","0.94","2","2",0
"19111",1,9,"blue","process","red","phone",2122.32399999961,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",120,"0.11",1830.3539999998,"0","0.87","0.87","2","2",-2
"19111",1,10,"blue","process","red","jewelry",5794.22600000107,"smaller","No","No","No",NA,NA,0,"process","process",-2.5,"process3",91,"0.05",1563.59050000188,"0","0.11","0.11","0","0",0
"19111",1,11,"blue","remember","blue","concert",1383.97000000038,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",50,"0.99",1531.79399997438,"2","0.05","0.05","0","0",2
"19111",1,12,"blue","process","red","casino",9525.40800000186,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",34,"0.99",1465.81299993953,"2","0.99","0.99","2","2",0
"19111",1,13,"blue","remember","blue","bone",1301.58800000194,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",16,"0.27",1787.56600000022,"1","0.99","0.99","2","2",-1
"19111",1,14,"blue","remember","blue","ocean",8374.4280000031,"larger","No","No","No",1,2666.61899999931,1,"remember","remember",0.5,"remember1",112,"0.96",1456.75249996094,"2","0.27","0.27","1","1",1
"19111",1,15,"blue","process","red","fort",2285.02099999925,"smaller","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",74,"0.93",1491.44799999881,"2","0.96","0.96","2","2",0
"19111",1,16,"blue","remember","blue","jungle",4630.40900000316,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",92,"0.96",1400.17550000636,"2","0.93","0.93","2","2",0
"19111",1,17,"blue","process","red","cloud",4418.93900000222,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",46,"0.89",1543.56900000002,"2","0.96","0.96","2","2",0
"19111",1,18,"blue","remember","blue","nest",1086.82799999832,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",109,"0.18",1953.1384999984,"0","0.89","0.89","2","2",-2
"19111",1,19,"blue","process","red","shotgun",5568.24600000205,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",144,"0.51",1737.84499999983,"1","0.18","0.18","0","0",1
"19111",1,20,"blue","process","red","bike",51974.5759999979,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",14,"0.9",1298.86499999955,"2","0.51","0.51","1","1",1
"19111",1,21,"blue","remember","blue","waiter",2702.22100000229,"larger","No","No","No",7,5759.61399999831,1,"process","process",-1.5,"process2",173,"0.94",1411.74150000044,"2","0.9","0.9","2","2",0
"19111",1,22,"blue","remember","blue","table",5015.00100000045,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",156,"0.94",1478.23850001189,"2","0.94","0.94","2","2",0
"19111",1,23,"blue","process","red","cherry",1035.27300000237,"smaller","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",38,"0.03",1450.30199993681,"0","0.94","0.94","2","2",-2
"19111",1,24,"blue","process","red","cocktail",2750.41999999923,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",49,"0.03",1635.89899998892,"0","0.03","0.03","0","0",0
"19111",1,25,"blue","process","red","frog",1005.45499999751,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",75,"0.07",1481.0869999952,"0","0.03","0.03","0","0",0
"19111",1,26,"blue","remember","blue","pill",1514.19299999694,"smaller","No","No","No",NA,NA,0,"process","process",-2.5,"process3",122,"0.01",1359.50899976649,"0","0.07","0.07","0","0",0
"19111",1,27,"blue","process","red","pistol",1066.43500000134,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",126,"0.1",1623.31100000837,"0","0.01","0.01","0","0",0
"19111",1,28,"blue","remember","blue","cave",1204.47100000089,"larger","No","No","No",6,1674.71199999814,1,"process","process",-0.5,"process1",36,"0.97",1454.27700001315,"2","0.1","0.1","0","0",2
"19111",1,29,"blue","remember","blue","dessert",5377.34999999695,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",58,"0.37",1793.48500003087,"1","0.97","0.97","2","2",-1
"19111",1,30,"blue","process","red","garden",1759.53899999702,"larger","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",77,"0.94",1679.29399993311,"2","0.37","0.37","1","1",1
"19111",2,1,"blue","remember","blue","eagle",1328.33400000044,"larger","No","No","No",NA,NA,0,NA,NA,NA,NA,65,"0.82",1791.70799999807,"2",NA,NA,"2","2",0
"19111",2,2,"blue","remember","blue","string",944.259000001475,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",153,"0.04",1542.09399999969,"0","0.82","0.82","2","2",-2
"19111",2,3,"blue","remember","blue","taxi",1335.66499999928,"larger","No","No","No",3,2551.3740000031,1,"remember","remember",1.5,"remember2",158,"0.97",1475.3650000044,"2","0.04","0.04","0","0",2
"19111",2,4,"blue","remember","blue","liver",1359.24599999719,"smaller","No","No","No",1,3422.55700000073,1,"remember","remember",2.5,"remember3",101,"0.21",2143.48499999885,"1","0.97","0.97","2","2",-1
"19111",2,5,"blue","process","red","lion",1990.10500000004,"larger","No","No","No",NA,NA,0,"remember","remember",2.5,"remember3",100,"0.97",1492.27800001407,"2","0.21","0.21","1","1",1
"19111",2,6,"blue","process","red","pilot",1515.28499999898,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",124,"0.91",1651.86500009929,"2","0.97","0.97","2","2",0
"19111",2,7,"blue","remember","blue","tank",1083.70400000294,"larger","No","No","No",4,1608.8460000006,1,"process","process",-1.5,"process2",157,"0.92",1665.79200000769,"2","0.91","0.91","2","2",0
"19111",2,8,"blue","process","red","dice",2060.99099999783,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",61,"0.01",1301.50900000005,"0","0.92","0.92","2","2",-2
"19111",2,9,"blue","remember","blue","hammer",1183.86600000167,"larger","No","No","No",2,1141.3780000034,1,"process","process",-0.5,"process1",82,"0.24",1560.7815000547,"1","0.01","0.01","0","0",1
"19111",2,10,"blue","process","red","potato",2789.34900000191,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",130,"0.07",1408.5515000009,"0","0.24","0.24","1","1",-1
"19111",2,11,"blue","process","red","pole",3906.9250000004,"larger","No","No","No",NA,NA,0,"process","process",-0.5,"process1",129,"0.73",1993.16800000006,"1","0.07","0.07","0","0",1
"19111",2,12,"blue","process","red","blanket",1379.76299999678,"smaller","No","No","No",NA,NA,0,"process","process",-1.5,"process2",15,"0.87",1528.93300001844,"2","0.73","0.73","1","1",1
"19111",2,13,"blue","process","red","earth",1217.99399999925,"larger","No","No","No",NA,NA,0,"process","process",-2.5,"process3",66,"0.99",1395.65499998163,"2","0.87","0.87","2","2",0
"19111",2,14,"blue","remember","blue","chin",1182.02199999988,"smaller","No","No","No",5,1360.25600000098,1,"process","process",-2.5,"process3",41,"0.05",1418.42650003088,"0","0.99","0.99","2","2",-2
"19111",2,15,"blue","remember","blue","monkey",3947.37299999769,"larger","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",104,"0.93",1498.48149994938,"2","0.05","0.05","0","0",2
"19111",2,16,"blue","process","red","dragon",3722.5839999991,"larger","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",64,"0.93",1498.52500010284,"2","0.93","0.93","2","2",0
"19111",2,17,"blue","process","red","bread",2794.65099999902,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",21,"0.28",1634.0530000013,"1","0.93","0.93","2","2",-1
"19111",2,18,"blue","remember","blue","carpet",1392.00499999931,"larger","No","No","No",8,1560.45500000322,1,"process","process",-1.5,"process2",33,"0.94",1669.30449999412,"2","0.28","0.28","1","1",1
"19111",2,19,"blue","remember","blue","highway",1181.27400000277,"larger","No","No","No",7,3325.60999999905,1,"remember","remember",0.5,"remember1",85,"0.98",1476.07400011027,"2","0.94","0.94","2","2",0
"19111",2,20,"blue","process","red","goat",2410.84800000221,"smaller","No","No","No",NA,NA,0,"remember","remember",1.5,"remember2",79,"0.93",1482.73999999999,"2","0.98","0.98","2","2",0
"19111",2,21,"blue","remember","blue","pizza",3063.80400000152,"smaller","No","No","No",NA,NA,0,"process","process",-0.5,"process1",127,"0.64",1831.17200000328,"1","0.93","0.93","2","2",-1
"19111",2,22,"blue","process","red","chair",3481.81899999967,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",37,"0.96",1689.08199999877,"2","0.64","0.64","1","1",1
"19111",2,23,"blue","remember","blue","stairs",3227.31500000379,"larger","No","No","No",6,2281.43300000357,1,"process","process",-0.5,"process1",150,"0.9",1455.46999999997,"2","0.96","0.96","2","2",0
"19111",2,24,"blue","remember","blue","surgeon",1967.65200000315,"smaller","No","No","No",NA,NA,0,"remember","remember",0.5,"remember1",154,"0.98",1621.28500001953,"2","0.9","0.9","2","2",0
