"id","listid","study_position","color_condition","trial_condition","stimulus_condition","btw_cond","presented_color","word1","studyRT","resp","expect_test","use_help","recall_all_q","output_pos1","testRT1","acc1","acc","exclude","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","math_acc","n"
"18603",2,10,"red","process","words","remember_6","blue","pillow",1179.44000000076,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",2,11,"red","process","words","remember_6","blue","bread",1377.30700000061,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",2,12,"red","remember","words","remember_6","red","potato",1228.6690000128,"smaller","No","Yes","No",1,5308.50600000669,1,1,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",2,13,"red","remember","words","remember_6","red","circus",2186.14700000541,"larger","No","Yes","No",2,2452.22300001606,1,1,TRUE,"remember","remember",0.5,"remember1",0.909090909090909,22
"18603",2,14,"red","process","words","remember_6","blue","dentist",1776.75500001811,"larger","No","Yes","No",NA,NA,0,0,TRUE,"remember","remember",1.5,"remember2",0.909090909090909,22
"18603",2,15,"red","process","words","remember_6","blue","cigar",1164.21699999948,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-0.5,"process1",0.909090909090909,22
"18603",2,16,"red","process","words","remember_6","blue","sandwich",1035.56999999855,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-1.5,"process2",0.909090909090909,22
"18603",2,17,"red","remember","words","remember_6","red","wolf",1228.30900001014,"larger","No","Yes","No",3,1830.63800000737,1,1,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",2,18,"red","remember","words","remember_6","red","costume",2339.09200000693,"larger","No","Yes","No",4,3346.57800001337,1,1,TRUE,"remember","remember",0.5,"remember1",0.909090909090909,22
"18603",2,19,"red","process","words","remember_6","blue","beach",1545.0159999968,"larger","No","Yes","No",NA,NA,0,0,TRUE,"remember","remember",1.5,"remember2",0.909090909090909,22
"18603",2,20,"red","process","words","remember_6","blue","satellite",1355.99600000435,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-0.5,"process1",0.909090909090909,22
"18603",2,21,"red","process","words","remember_6","blue","chin",1918.84000001219,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-1.5,"process2",0.909090909090909,22
"18603",2,22,"red","process","words","remember_6","blue","statue",1331.57400001516,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",2,23,"red","remember","words","remember_6","red","sheep",981.125000013853,"larger","No","Yes","No",5,2398.86200002034,1,1,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",2,24,"red","remember","words","remember_6","red","heart",1903.56900001701,"smaller","No","Yes","No",6,2470.68199999863,1,1,TRUE,"remember","remember",0.5,"remember1",0.909090909090909,22
"18603",2,25,"red","process","words","remember_6","blue","dragon",1144.53400001535,"larger","No","Yes","No",NA,NA,0,0,TRUE,"remember","remember",1.5,"remember2",0.909090909090909,22
"18603",2,26,"red","process","words","remember_6","blue","lemon",964.520000012009,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-0.5,"process1",0.909090909090909,22
"18603",2,27,"red","process","words","remember_6","blue","purse",1019.22200000763,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-1.5,"process2",0.909090909090909,22
"18603",2,28,"red","process","words","remember_6","blue","bride",1179.69900001376,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",2,29,"red","process","words","remember_6","blue","valley",1734.9510000163,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",2,30,"red","process","words","remember_6","blue","passport",1475.01700000349,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,1,"red","process","words","remember_6","blue","orange",1506.6779999967,"smaller","No","Yes","No",NA,NA,0,0,TRUE,NA,NA,NA,NA,0.909090909090909,22
"18603",3,2,"red","process","words","remember_6","blue","chair",990.724000013899,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-0.5,"process1",0.909090909090909,22
"18603",3,3,"red","remember","words","remember_6","red","peanut",1156.00600001332,"smaller","No","Yes","No",1,3628.95700000913,1,1,TRUE,"process","process",-1.5,"process2",0.909090909090909,22
"18603",3,4,"red","process","words","remember_6","blue","tank",1096.54900001816,"larger","No","Yes","No",NA,NA,0,0,TRUE,"remember","remember",0.5,"remember1",0.909090909090909,22
"18603",3,5,"red","process","words","remember_6","blue","cloud",2373.9360000164,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-0.5,"process1",0.909090909090909,22
"18603",3,6,"red","remember","words","remember_6","red","towel",1261.5280000068,"larger","No","Yes","No",2,2237.03000000096,1,1,TRUE,"process","process",-1.5,"process2",0.909090909090909,22
"18603",3,7,"red","process","words","remember_6","blue","string",1132.66600000754,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"remember","remember",0.5,"remember1",0.909090909090909,22
"18603",3,8,"red","process","words","remember_6","blue","piano",935.800000006333,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-0.5,"process1",0.909090909090909,22
"18603",3,9,"red","process","words","remember_6","blue","pistol",1187.87100000679,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-1.5,"process2",0.909090909090909,22
"18603",3,10,"red","process","words","remember_6","blue","monkey",916.053000021377,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,11,"red","process","words","remember_6","blue","castle",1388.88100001367,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,12,"red","remember","words","remember_6","red","island",1086.13900000975,"larger","No","Yes","No",3,1998.52500001295,1,1,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,13,"red","process","words","remember_6","blue","ocean",1048.44100001361,"larger","No","Yes","No",NA,NA,0,0,TRUE,"remember","remember",0.5,"remember1",0.909090909090909,22
"18603",3,14,"red","remember","words","remember_6","red","cherry",957.100000015693,"smaller","No","Yes","No",4,2177.5840000005,1,1,TRUE,"process","process",-0.5,"process1",0.909090909090909,22
"18603",3,15,"red","process","words","remember_6","blue","pizza",3716.96300001675,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"remember","remember",0.5,"remember1",0.909090909090909,22
"18603",3,16,"red","process","words","remember_6","blue","casino",1093.19600000489,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-0.5,"process1",0.909090909090909,22
"18603",3,17,"red","process","words","remember_6","blue","couch",1497.09099999629,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-1.5,"process2",0.909090909090909,22
"18603",3,18,"red","process","words","remember_6","blue","nest",1164.56099999824,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,19,"red","process","words","remember_6","blue","mouse",1124.04000001785,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,20,"red","remember","words","remember_6","red","pumpkin",1220.071000005,"larger","No","Yes","No",5,4011.78100001742,1,1,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,21,"red","remember","words","remember_6","red","priest",1444.5770000004,"larger","No","Yes","No",6,2459.01900000707,1,1,TRUE,"remember","remember",0.5,"remember1",0.909090909090909,22
"18603",3,22,"red","process","words","remember_6","blue","penny",1660.07900002238,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"remember","remember",1.5,"remember2",0.909090909090909,22
"18603",3,23,"red","process","words","remember_6","blue","toast",1067.48000002105,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-0.5,"process1",0.909090909090909,22
"18603",3,24,"red","process","words","remember_6","blue","palace",1117.81200001063,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-1.5,"process2",0.909090909090909,22
"18603",3,25,"red","process","words","remember_6","blue","buffalo",978.880000020145,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,26,"red","process","words","remember_6","blue","dog",1011.96500000276,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,27,"red","process","words","remember_6","blue","tooth",1008.28100002196,"smaller","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,28,"red","process","words","remember_6","blue","branch",888.311000001035,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,29,"red","process","words","remember_6","blue","cabin",1076.43200001633,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18603",3,30,"red","process","words","remember_6","blue","cage",2737.58799999929,"larger","No","Yes","No",NA,NA,0,0,TRUE,"process","process",-2.5,"process3",0.909090909090909,22
"18605",1,1,NA,"remember",NA,"remember_all","blue","pilot",41082.2029999987,"smaller",NA,"No",NA,2,2745.30000000348,1,1,NA,NA,NA,NA,NA,0.944444444444444,18
"18605",1,2,NA,"remember",NA,"remember_all","blue","airplane",4279.92600000545,"larger",NA,"No",NA,6,4632.06299999857,1,1,NA,"remember","remember",0.5,"remember1",0.944444444444444,18
"18605",1,3,NA,"remember",NA,"remember_all","blue","whale",1930.92700000003,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",1.5,"remember2",0.944444444444444,18
"18605",1,4,NA,"remember",NA,"remember_all","red","castle",1685.91400000465,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,5,NA,"remember",NA,"remember_all","blue","pistol",3488.53200000455,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,6,NA,"remember",NA,"remember_all","red","bridge",3581.99700000268,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,7,NA,"remember",NA,"remember_all","red","tank",6397.86300000863,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,8,NA,"remember",NA,"remember_all","blue","costume",7404.07700000369,"larger",NA,"No",NA,5,3316.12400000048,1,1,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,9,NA,"remember",NA,"remember_all","red","horn",6205.46500000232,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,10,NA,"remember",NA,"remember_all","red","bucket",4407.56600000284,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,11,NA,"remember",NA,"remember_all","blue","clown",1501.22100000217,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,12,NA,"remember",NA,"remember_all","red","dentist",1612.05200000253,"larger",NA,"No",NA,1,4037.22200000886,1,1,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,13,NA,"remember",NA,"remember_all","blue","eagle",2240.08699999904,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,14,NA,"remember",NA,"remember_all","red","hammer",4790.25400000755,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,15,NA,"remember",NA,"remember_all","red","apple",2169.49900000056,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,16,NA,"remember",NA,"remember_all","red","clinic",3554.24499999866,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,17,NA,"remember",NA,"remember_all","red","monkey",2132.70700000846,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,18,NA,"remember",NA,"remember_all","blue","basement",1809.25399999923,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,19,NA,"remember",NA,"remember_all","red","pill",1118.56400000738,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,20,NA,"remember",NA,"remember_all","blue","bike",969.655000010855,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,21,NA,"remember",NA,"remember_all","blue","surgeon",1847.33700000134,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,22,NA,"remember",NA,"remember_all","blue","purse",4166.95100000867,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,23,NA,"remember",NA,"remember_all","blue","banana",1086.06800001062,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,24,NA,"remember",NA,"remember_all","red","brain",4411.24200001027,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,25,NA,"remember",NA,"remember_all","blue","buffalo",1251.17900000652,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,26,NA,"remember",NA,"remember_all","blue","concert",3976.19899999863,"larger",NA,"No",NA,4,3861.01300000516,1,1,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,27,NA,"remember",NA,"remember_all","blue","cloud",1746.95400000614,"larger",NA,"No",NA,3,1764.88599999977,1,1,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,28,NA,"remember",NA,"remember_all","red","lawn",1334.78299999743,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,29,NA,"remember",NA,"remember_all","red","bedroom",1150.14000000281,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",1,30,NA,"remember",NA,"remember_all","red","sheep",3255.98100000544,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,1,NA,"remember",NA,"remember_all","blue","turtle",1740.29600000166,"larger",NA,"No",NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.944444444444444,18
"18605",2,2,NA,"remember",NA,"remember_all","red","newspaper",1322.25700000534,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",0.5,"remember1",0.944444444444444,18
"18605",2,3,NA,"remember",NA,"remember_all","blue","factory",838.896000005479,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",1.5,"remember2",0.944444444444444,18
"18605",2,4,NA,"remember",NA,"remember_all","red","pole",1215.08000000601,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,5,NA,"remember",NA,"remember_all","blue","medal",1005.9200000054,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,6,NA,"remember",NA,"remember_all","red","planet",1132.40200000675,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,7,NA,"remember",NA,"remember_all","red","cage",1242.82100000873,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,8,NA,"remember",NA,"remember_all","blue","nanny",1199.22400000744,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,9,NA,"remember",NA,"remember_all","blue","library",1207.57000000856,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,10,NA,"remember",NA,"remember_all","blue","pillow",1883.10400000593,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,11,NA,"remember",NA,"remember_all","blue","tower",3676.9770000031,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,12,NA,"remember",NA,"remember_all","blue","palace",1313.08400000783,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,13,NA,"remember",NA,"remember_all","red","pearl",1086.09600000049,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,14,NA,"remember",NA,"remember_all","blue","wrist",1108.89700000873,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,15,NA,"remember",NA,"remember_all","red","robot",3525.9870000059,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,16,NA,"remember",NA,"remember_all","red","fort",1855.57499999856,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,17,NA,"remember",NA,"remember_all","blue","church",1096.54500000854,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,18,NA,"remember",NA,"remember_all","blue","dessert",3715.5760000064,"smaller",NA,"No",NA,7,5325.1780000024,1,1,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,19,NA,"remember",NA,"remember_all","blue","branch",1222.07500000752,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,20,NA,"remember",NA,"remember_all","red","goose",1055.02900000976,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,21,NA,"remember",NA,"remember_all","red","nail",2264.41900000337,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,22,NA,"remember",NA,"remember_all","red","blanket",956.572000005865,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,23,NA,"remember",NA,"remember_all","blue","heart",1246.97399999772,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,24,NA,"remember",NA,"remember_all","red","lawyer",1429.91600000358,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,25,NA,"remember",NA,"remember_all","blue","penny",823.864000011003,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,26,NA,"remember",NA,"remember_all","red","priest",1043.97600000468,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,27,NA,"remember",NA,"remember_all","red","cigar",1585.61000000173,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,28,NA,"remember",NA,"remember_all","red","barrel",1254.67999999749,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,29,NA,"remember",NA,"remember_all","red","chair",813.326999998651,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",2,30,NA,"remember",NA,"remember_all","blue","jewelry",2081.00100000645,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",3,1,NA,"remember",NA,"remember_all","blue","orange",2678.71999999892,"smaller",NA,"No",NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.944444444444444,18
"18605",3,2,NA,"remember",NA,"remember_all","red","knife",1378.19300000079,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",0.5,"remember1",0.944444444444444,18
"18605",3,3,NA,"remember",NA,"remember_all","red","crown",3486.70499999716,"smaller",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",1.5,"remember2",0.944444444444444,18
"18605",3,4,NA,"remember",NA,"remember_all","blue","sweater",1047.53899999778,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
"18605",3,5,NA,"remember",NA,"remember_all","blue","wolf",892.276000005892,"larger",NA,"No",NA,NA,NA,0,0,NA,"remember","remember",2.5,"remember3",0.944444444444444,18
